dataset,task,basis,seed,layer,head,gauge,boundary,bias_mean,bias_std,bias_norm,E_xx,E_yy,E_xy,E_lap,mixed_ratio,E_axial,E_obl,obl_ratio,dc_mass_ratio,spectral_entropy,topk_spectral_mass,topk_dct_mass,diagonal_atom_ratio,low_radial_mass,mid_radial_mass,high_radial_mass,even_spectral_mass,odd_spectral_mass,complex_pair_consistency
cifar10,classification,axis_additive,543,0,0,raw,interior_only,0.00040324588189832866,0.010225028730928898,0.15349465608596802,0.0021946108900010586,0.0014171154471114278,2.229355247668652e-16,0.003086991375312209,6.172547959955657e-14,0.02356060780584812,8.018419395732705e-16,3.403316040442861e-14,4.1951368046855706e-17,0.41935786604881287,0.7431480288505554,0.9691358804702759,3.556012363910288e-14,0.8784955143928528,0.09585832059383392,0.025646109133958817,0.33535388112068176,0.6646460294723511,-0.13237428665161133
cifar10,classification,axis_additive,543,0,0,raw,reflect_padding,0.00040324588189832866,0.010225028730928898,0.15349465608596802,0.006395027041435242,0.005296001210808754,2.230585563024539e-16,0.011647856794297695,1.907946457074816e-14,0.02356060780584812,8.018419395732705e-16,3.403316040442861e-14,4.1951368046855706e-17,0.41935786604881287,0.7431480288505554,0.9691358804702759,3.556012363910288e-14,0.8784955143928528,0.09585832059383392,0.025646109133958817,0.33535388112068176,0.6646460294723511,-0.13237428665161133
cifar10,classification,axis_additive,543,0,0,centered,interior_only,-4.1392115429639276e-11,0.010225028730928898,0.15337543189525604,0.0021946108900010586,0.001417115330696106,2.247246701097031e-16,0.003086991608142853,6.22208515721652e-14,0.023524021729826927,8.447552756591335e-16,3.591032432894749e-14,4.1951368046855706e-17,0.41935786604881287,0.7431480288505554,0.9691358804702759,3.556012363910288e-14,0.8784955143928528,0.09585832059383392,0.025646109133958817,0.33535388112068176,0.6646460294723511,-0.13237428665161133
cifar10,classification,axis_additive,543,0,0,centered,reflect_padding,-4.1392115429639276e-11,0.010225028730928898,0.15337543189525604,0.006395027041435242,0.005296001210808754,2.2484838985956145e-16,0.011647856794297695,1.9232558999700798e-14,0.023524021729826927,8.447552756591335e-16,3.591032432894749e-14,4.1951368046855706e-17,0.41935786604881287,0.7431480288505554,0.9691358804702759,3.556012363910288e-14,0.8784955143928528,0.09585832059383392,0.025646109133958817,0.33535388112068176,0.6646460294723511,-0.13237428665161133
cifar10,classification,axis_additive,543,0,0,normalized,interior_only,-4.635916928119599e-10,0.06666666269302368,0.9999999403953552,0.09329233318567276,0.060241200029850006,9.776823583574137e-15,0.13122719526290894,6.367875112845214e-14,0.9999998807907104,4.132354248826027e-14,4.132354587639206e-14,3.562582459668961e-16,0.41935786604881287,0.7431480288505554,0.9691358208656311,3.725223119343743e-14,0.8784955739974976,0.09585834294557571,0.02564610354602337,0.33535391092300415,0.6646461486816406,-0.13237416744232178
cifar10,classification,axis_additive,543,0,0,normalized,reflect_padding,-4.635916928119599e-10,0.06666666269302368,0.9999999403953552,0.27185094356536865,0.2251315861940384,9.781214602372704e-15,0.49514734745025635,1.968120524680709e-14,0.9999998807907104,4.132354248826027e-14,4.132354587639206e-14,3.562582459668961e-16,0.41935786604881287,0.7431480288505554,0.9691358208656311,3.725223119343743e-14,0.8784955739974976,0.09585834294557571,0.02564610354602337,0.33535391092300415,0.6646461486816406,-0.13237416744232178
cifar10,classification,axis_additive,543,0,1,raw,interior_only,-0.0002020941610680893,0.004164598882198334,0.06254249811172485,0.0002772204752545804,0.0002595143741928041,3.029816999993931e-17,0.0004639383696485311,5.644904709682999e-14,0.003911563660949469,1.2171245382690596e-16,3.1116056861115945e-14,1.4224969407537253e-16,0.4231172800064087,0.7387348413467407,0.9525934457778931,3.5057789055667823e-14,0.8578178286552429,0.11181966215372086,0.030362479388713837,0.039199814200401306,0.9608001112937927,-0.07788622379302979
cifar10,classification,axis_additive,543,0,1,raw,reflect_padding,-0.0002020941610680893,0.004164598882198334,0.06254249811172485,0.00036699784686788917,0.0009771777549758554,3.031691060389731e-17,0.0013429437531158328,2.2554280017521473e-14,0.003911563660949469,1.2171245382690596e-16,3.1116056861115945e-14,1.4224969407537253e-16,0.4231172800064087,0.7387348413467407,0.9525934457778931,3.5057789055667823e-14,0.8578178286552429,0.11181966215372086,0.030362479388713837,0.039199814200401306,0.9608001112937927,-0.07788622379302979
cifar10,classification,axis_additive,543,0,1,centered,interior_only,2.3800465070999977e-11,0.004164598882198334,0.062468983232975006,0.00027722050435841084,0.00025951440329663455,3.054400807799007e-17,0.00046393839875236154,5.690706152833291e-14,0.0039023745339363813,1.3067034340482242e-16,3.348483193195764e-14,6.322208257936285e-17,0.4231172800064087,0.7387348413467407,0.9525934457778931,3.5205362523870257e-14,0.8578178286552429,0.11181966215372086,0.030362479388713837,0.039199814200401306,0.9608001112937927,-0.07788622379302979
cifar10,classification,axis_additive,543,0,1,centered,reflect_padding,2.3800465070999977e-11,0.004164598882198334,0.062468983232975006,0.00036699778866022825,0.0009771778713911772,3.056243104459285e-17,0.0013429437531158328,2.2736932508201496e-14,0.0039023745339363813,1.3067034340482242e-16,3.348483193195764e-14,6.322208257936285e-17,0.4231172800064087,0.7387348413467407,0.9525934457778931,3.5205362523870257e-14,0.8578178286552429,0.11181966215372086,0.030362479388713837,0.039199814200401306,0.9608001112937927,-0.07788622379302979
