dataset,task,basis,seed,layer,head,rank,omega_x,omega_y,power,mass,phase
cifar10,classification,toric_order0,660,0,0,1,-0.41887906193733215,-0.8377581238746643,0.07904651761054993,0.3352678120136261,3.015014410018921
cifar10,classification,toric_order0,660,0,0,2,0.41887906193733215,0.8377581238746643,0.07904651761054993,0.3352678120136261,-3.015014410018921
cifar10,classification,toric_order0,660,0,0,3,-0.8377581238746643,-0.41887906193733215,0.021717730909585953,0.09211356192827225,2.259993553161621
cifar10,classification,toric_order0,660,0,0,4,0.8377581238746643,0.41887906193733215,0.021717730909585953,0.09211356192827225,-2.259993553161621
cifar10,classification,toric_order0,660,0,0,5,-0.41887906193733215,-1.2566372156143188,0.003308260114863515,0.014031650498509407,-0.42018839716911316
cifar10,classification,toric_order0,660,0,0,6,0.41887906193733215,1.2566372156143188,0.003308260114863515,0.014031650498509407,0.42018839716911316
cifar10,classification,toric_order0,660,0,0,7,0.0,0.8377581238746643,0.0030397383961826563,0.01289274264127016,0.06686980277299881
cifar10,classification,toric_order0,660,0,0,8,0.0,-0.8377581238746643,0.0030397383961826563,0.01289274264127016,-0.06686980277299881
cifar10,classification,toric_order0,660,0,1,1,-0.8377581238746643,-0.41887906193733215,0.6665877103805542,0.22663453221321106,1.8694981336593628
cifar10,classification,toric_order0,660,0,1,2,0.8377581238746643,0.41887906193733215,0.6665877103805542,0.22663453221321106,-1.8694981336593628
cifar10,classification,toric_order0,660,0,1,3,-0.41887906193733215,-0.8377581238746643,0.3846481740474701,0.13077732920646667,-1.3181366920471191
cifar10,classification,toric_order0,660,0,1,4,0.41887906193733215,0.8377581238746643,0.3846481740474701,0.13077732920646667,1.3181366920471191
cifar10,classification,toric_order0,660,0,1,5,0.8377581238746643,-0.41887906193733215,0.08485216647386551,0.02884906344115734,-0.21243369579315186
cifar10,classification,toric_order0,660,0,1,6,-0.8377581238746643,0.41887906193733215,0.08485216647386551,0.02884906344115734,0.21243369579315186
cifar10,classification,toric_order0,660,0,1,7,0.41887906193733215,-0.41887906193733215,0.06127950921654701,0.0208345465362072,2.6763663291931152
cifar10,classification,toric_order0,660,0,1,8,-0.41887906193733215,0.41887906193733215,0.06127950921654701,0.0208345465362072,-2.6763663291931152
cifar10,classification,toric_order0,660,0,2,1,0.8377581238746643,0.41887906193733215,0.6167583465576172,0.285877525806427,-0.05593239516019821
