dataset,task,basis,seed,layer,head,gauge,boundary,bias_mean,bias_std,bias_norm,E_xx,E_yy,E_xy,E_lap,mixed_ratio,E_axial,E_obl,obl_ratio,dc_mass_ratio,spectral_entropy,topk_spectral_mass,topk_dct_mass,diagonal_atom_ratio,low_radial_mass,mid_radial_mass,high_radial_mass,even_spectral_mass,odd_spectral_mass,complex_pair_consistency
cifar10,reconstruction,axis_additive,426,0,0,raw,interior_only,-0.004180637653917074,0.01722797192633152,0.2659194767475128,0.0054567912593483925,0.004855575505644083,4.209883449773921e-16,0.008909214287996292,4.082363719531794e-14,0.07071316987276077,1.7686767916674957e-15,2.50119850774954e-14,1.3299931343285732e-16,0.36164653301239014,0.8644979000091553,0.9466957449913025,2.803008713537277e-14,0.9439063668251038,0.04607180878520012,0.01002174150198698,0.5198063254356384,0.4801936149597168,-0.011806249618530273
cifar10,reconstruction,axis_additive,426,0,0,raw,reflect_padding,-0.004180637653917074,0.01722797192633152,0.2659194767475128,0.0068218400701880455,0.012395096011459827,4.2141524958280827e-16,0.019188765436410904,2.1929367908157457e-14,0.07071316987276077,1.7686767916674957e-15,2.50119850774954e-14,1.3299931343285732e-16,0.36164653301239014,0.8644979000091553,0.9466957449913025,2.803008713537277e-14,0.9439063668251038,0.04607180878520012,0.01002174150198698,0.5198063254356384,0.4801936149597168,-0.011806249618530273
cifar10,reconstruction,axis_additive,426,0,0,centered,interior_only,1.9868215406226852e-10,0.01722797192633152,0.25841957330703735,0.005456790793687105,0.004855575505644083,4.1210863389352925e-16,0.008909212425351143,3.996256721806174e-14,0.06678067892789841,1.8424489144503722e-15,2.7589550381703493e-14,5.911080302907219e-17,0.36164653301239014,0.8644979000091553,0.9466957449913025,2.84523144248542e-14,0.9439063668251038,0.046071816235780716,0.01002174150198698,0.5198063254356384,0.4801936149597168,-0.011806249618530273
cifar10,reconstruction,axis_additive,426,0,0,centered,reflect_padding,1.9868215406226852e-10,0.01722797192633152,0.25841957330703735,0.006821839604526758,0.012395093217492104,4.1214590334320844e-16,0.019188765436410904,2.1447018220079918e-14,0.06678067892789841,1.8424489144503722e-15,2.7589550381703493e-14,5.911080302907219e-17,0.36164653301239014,0.8644979000091553,0.9466957449913025,2.84523144248542e-14,0.9439063668251038,0.046071816235780716,0.01002174150198698,0.5198063254356384,0.4801936149597168,-0.011806249618530273
cifar10,reconstruction,axis_additive,426,0,0,normalized,interior_only,7.616148822719992e-10,0.06666667014360428,0.9999999403953552,0.08171211928129196,0.07270928472280502,6.419228179338401e-15,0.1334100365638733,4.156954796119723e-14,1.0,2.7928387277527736e-14,2.7928387277527736e-14,0.0,0.36164653301239014,0.8644979596138,0.9466958045959473,2.6437126481580232e-14,0.9439063668251038,0.04607181251049042,0.010021745227277279,0.5198063254356384,0.4801936745643616,-0.011806249618530273
cifar10,reconstruction,axis_additive,426,0,0,normalized,reflect_padding,7.616148822719992e-10,0.06666667014360428,0.9999999403953552,0.10215289890766144,0.18560899794101715,6.421364396431376e-15,0.28734004497528076,2.231485260245289e-14,1.0,2.7928387277527736e-14,2.7928387277527736e-14,0.0,0.36164653301239014,0.8644979596138,0.9466958045959473,2.6437126481580232e-14,0.9439063668251038,0.04607181251049042,0.010021745227277279,0.5198063254356384,0.4801936745643616,-0.011806249618530273
cifar10,reconstruction,axis_additive,426,0,1,raw,interior_only,-0.0035335072316229343,0.017826417461037636,0.2725986838340759,0.01601061224937439,0.0016829404048621655,8.623037866229929e-16,0.01571277529001236,4.87354805762865e-14,0.07431004196405411,2.6980280006259948e-15,3.6307718306481315e-14,1.690764583596677e-16,0.30329424142837524,0.9168894290924072,0.9107842445373535,3.3739341615685037e-14,0.9696261882781982,0.02579451911151409,0.004579291213303804,0.700213611125946,0.2997863292694092,0.0
cifar10,reconstruction,axis_additive,426,0,1,raw,reflect_padding,-0.0035335072316229343,0.017826417461037636,0.2725986838340759,0.039863891899585724,0.004369902890175581,8.623349680233637e-16,0.044612158089876175,1.949493592544229e-14,0.07431004196405411,2.6980280006259948e-15,3.6307718306481315e-14,1.690764583596677e-16,0.30329424142837524,0.9168894290924072,0.9107842445373535,3.3739341615685037e-14,0.9696261882781982,0.02579451911151409,0.004579291213303804,0.700213611125946,0.2997863292694092,0.0
cifar10,reconstruction,axis_additive,426,0,1,centered,interior_only,-1.9868215406226852e-10,0.017826417461037636,0.2673962712287903,0.016010615974664688,0.0016829404048621655,9.344907931242014e-16,0.01571277529001236,5.281531641069051e-14,0.071500763297081,2.748222961322048e-15,3.8436271445349904e-14,1.690764583596677e-16,0.30329424142837524,0.9168894290924072,0.9107842445373535,3.3789401262867766e-14,0.9696261882781982,0.02579451911151409,0.004579291213303804,0.700213611125946,0.2997863292694092,0.0
cifar10,reconstruction,axis_additive,426,0,1,centered,reflect_padding,-1.9868215406226852e-10,0.017826417461037636,0.2673962712287903,0.039863891899585724,0.004369902890175581,9.345119689478827e-16,0.044612158089876175,2.1126651724703502e-14,0.071500763297081,2.748222961322048e-15,3.8436271445349904e-14,1.690764583596677e-16,0.30329424142837524,0.9168894290924072,0.9107842445373535,3.3789401262867766e-14,0.9696261882781982,0.02579451911151409,0.004579291213303804,0.700213611125946,0.2997863292694092,0.0
