target_family,target,model,noise,n,r2_vis_clean_mean,r2_vis_clean_std,r2_vis_clean_min,r2_vis_clean_max,r2_full_mean,r2_full_std,r2_full_min,r2_full_max,r2_ext_mean,r2_ext_std,r2_ext_min,r2_ext_max,heldout_rms_mean,heldout_rms_std,heldout_rms_min,heldout_rms_max,ext_outer_rms_mean,ext_outer_rms_std,ext_outer_rms_min,ext_outer_rms_max,condition_number_mean,condition_number_std,condition_number_min,condition_number_max,coeff_norm_mean,coeff_norm_std,coeff_norm_min,coeff_norm_max,effective_rank_mean,effective_rank_std,effective_rank_min,effective_rank_max
J0,j0_carrier,axis_j0,0.0,24,0.0982848955754669,0.15111026012134174,0.005885384514084713,0.5918966064362466,-0.053970408510022105,0.09827530474217627,-0.19480733561628005,0.2759357665330464,-0.10468275328783642,0.13245160142744655,-0.5512009837958676,0.00878912441999391,0.7680381503901182,0.0517286135918957,0.701962361142263,0.8799039978812593,0.7604268306984538,0.09109939328266128,0.669988160060934,1.0171046695217723,1.9338766028628995,1.7000170973022282,1.1225729310589865,8.409607441689182,3.8135423429384687,2.791779435638884,1.1256513173489056,11.369779486341217,4.918053451083773,0.1541829461796229,4.395221608658295,4.9966578387669625
J0,j0_carrier,axis_j0,0.01,24,0.09828371406168517,0.1511104248061219,0.00588496284761586,0.5918958871856097,-0.05390871260332378,0.09834503196748097,-0.19504975411200554,0.2762007488292977,-0.1046926107295288,0.1325756100219162,-0.5525285494027661,0.008756818962681878,0.7679986297434033,0.05176213904626084,0.7017936931327471,0.8802024428647944,0.7604616358930633,0.09109568717883401,0.6701723984049818,1.0176781435812048,1.9338766028628995,1.7000170973022282,1.1225729310589865,8.409607441689182,3.8130027725112625,2.789525059862373,1.1253468799831003,11.355691460662733,4.918053451083773,0.1541829461796229,4.395221608658295,4.9966578387669625
J0,j0_carrier,coord_shuffle_full_j2,0.0,24,0.010186704488572387,0.011985540468393896,0.0010936253804532114,0.05064171787177085,-0.005674517975503358,0.011383629131278128,-0.04123274840577795,0.028923119715217216,-0.008736364884050407,0.012879651626178882,-0.04915519029471449,0.026220828403988206,0.7147873191921307,0.009662244633627392,0.696275934049463,0.7450604869047653,0.7118338091940024,0.007858743689803296,0.7008414966563357,0.7442510984024968,3.826247819288817,0.2341064426553743,3.6410661552640167,4.644206429636391,1.9371895333190394,0.9696550283234492,0.7219914294837154,4.489746625288215,12.150485298099076,0.06378503414318042,11.90584515507089,12.204212506166801
J0,j0_carrier,coord_shuffle_full_j2,0.01,24,0.010183931936197438,0.011985049938914872,0.0010907849823432736,0.05063762781379855,-0.005673830221614305,0.011391134479468271,-0.041246191502113616,0.029050950651302143,-0.008732824114976704,0.012899633608038974,-0.04931460902104279,0.02631268936394271,0.7147861003498193,0.009660485226571494,0.6961902063451331,0.7450678540818714,0.7118310509887339,0.007871825837486829,0.7008256482344645,0.7443624141874927,3.826247819288817,0.2341064426553743,3.6410661552640167,4.644206429636391,1.9369300263308684,0.9653386900072547,0.7087466309735374,4.481299443263397,12.150485298099076,0.06378503414318042,11.90584515507089,12.204212506166801
J0,j0_carrier,dct_matched13,0.0,24,0.9735230450312965,0.022297651717297737,0.9139374136524637,0.9969117848253627,-0.03561046626276418,0.22642535463504787,-0.3861713789994281,0.44901639773381863,-0.501029667287994,0.2895980711153842,-0.959645993085767,0.06409308505579692,0.9661980078400111,0.1123287437991862,0.7143960588217848,1.1308956499760687,1.022970231484653,0.125103768466362,0.6347736627492461,1.1786388250539366,1.0000000000000033,3.1073024937815986e-16,1.0000000000000027,1.0000000000000038,14.372076120708138,0.15538239718516306,13.955444502992888,14.560051463001276,12.999999999999995,4.070144838902081e-15,12.999999999999995,13.0
J0,j0_carrier,dct_matched13,0.01,24,0.9735198022150454,0.022297526053404314,0.9139352512475369,0.9969068214496785,-0.03552909508483259,0.2262802033456249,-0.3864336233548351,0.44874620540167964,-0.5008911724340286,0.28960200356405486,-0.9602907698890488,0.06390208780812989,0.9661667399927598,0.11225867468373038,0.7145709753583355,1.13100179776628,1.0229174794521974,0.1251032492087398,0.634860613198425,1.1780870041754383,1.0000000000000033,3.1073024937815986e-16,1.0000000000000027,1.0000000000000038,14.370764839514434,0.15610041251065893,13.958987542732373,14.566641302895034,12.999999999999995,4.070144838902081e-15,12.999999999999995,13.0
J0,j0_carrier,directional_j2_one,0.0,24,0.9999999999979874,1.960489209736289e-13,0.9999999999976679,0.9999999999982829,0.9999999999950177,1.0049324142706086e-12,0.9999999999933294,0.9999999999966152,0.9999999999813779,4.937344780796167e-12,0.999999999972392,0.9999999999888128,1.9249135304601754e-06,2.2209342703828352e-07,1.5523316692576136e-06,2.274328345933365e-06,4.251122659381944e-06,6.023784243940979e-07,3.2844615708696388e-06,5.281467644101917e-06,2.444531912019944,0.1720781869384127,2.2040949692818734,2.693447733894166,14.567156743162968,0.04933489825555263,14.431200778637159,14.631860378650845,6.658467682586996,0.04710279090602601,6.595129884348474,6.725657006566724
J0,j0_carrier,directional_j2_one,0.01,24,0.9999985480269479,6.785103268940834e-07,0.9999971507746656,0.9999997790875906,0.9999959883351058,2.550529257194289e-06,0.9999872984762845,0.9999996902900673,0.9999883115842585,8.735049084500204e-06,0.9999577301994738,0.9999994545929444,0.0016558278377731934,0.0005940905274268414,0.0004390258797748767,0.003246089436499098,0.0030586110013148516,0.001274058596634738,0.0006562842617586972,0.0064001452710557094,2.444531912019944,0.1720781869384127,2.2040949692818734,2.693447733894166,14.565513826140958,0.049571983569291336,14.424619988468038,14.618446419230223,6.658467682586996,0.04710279090602601,6.595129884348474,6.725657006566724
J0,j0_carrier,full_j1,0.0,24,0.9999999999989941,1.0673333132803513e-14,0.9999999999989598,0.999999999999,0.9999999999989898,1.773254758182066e-14,0.9999999999989291,0.9999999999989999,0.9999999999989905,1.5232965234590186e-14,0.9999999999989455,0.9999999999989999,7.128684025703394e-07,1.1674017361312554e-08,7.038364826834572e-07,7.504880189678432e-07,7.104864356536484e-07,4.41989541250647e-09,7.054184046642011e-07,7.219215748359413e-07,1.1047019909710634,0.07881905257847299,1.0185137222269507,1.3195836762339734,14.567171365173971,0.04933461655692418,14.431212718519616,14.631871908426536,6.996123430106962,0.004860360059426535,6.980292171127124,6.999910547963242
J0,j0_carrier,full_j1,0.01,24,0.9999985395470313,7.614604010111238e-07,0.9999966423391112,0.9999995727540758,0.9999975154630408,1.2842528551354642e-06,0.9999942716339927,0.9999992527432298,0.99999609772675,2.109215725842335e-06,0.9999908622805338,0.9999988080531115,0.0012513489203400195,0.00033532649043715903,0.0007139439085988443,0.0019729735433350404,0.0016353607700750332,0.00047418906979572505,0.0009444709581676314,0.002619616959085688,1.1047019909710634,0.07881905257847299,1.0185137222269507,1.3195836762339734,14.566617651746995,0.05020149538231041,14.429734398306929,14.625757856192472,6.996123430106962,0.004860360059426535,6.980292171127124,6.999910547963242
