ridge,train_r2,train_mse,coeff_norm,condition_number,effective_rank,case_idx,target,target_family,model,noise
1e-06,0.0029933831489366014,0.49477125082811213,1.329096752931796,3.942778636213458,12.159299696930983,0,j0_carrier,J0,coord_shuffle_full_j2,0.01
1e-12,0.0727871739254694,0.17151874428439115,2.3921475990844026,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.0
1e-10,0.07278717392546996,0.17151874428439107,2.39214759884758,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.0
1e-08,0.07278717392546996,0.17151874428439107,2.392147575165319,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.0
1e-06,0.0727871739253968,0.17151874428440458,2.3921452069415876,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.0
1e-12,2.242948604624928e-09,0.18498314418905215,0.0004199235315979417,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.0
1e-10,2.242948604624928e-09,0.18498314418905215,0.00041992353155636934,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.0
1e-08,2.242948604624928e-09,0.18498314418905215,0.00041992352739912643,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.0
1e-06,2.242948604624928e-09,0.18498314418905215,0.00041992311167525005,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.0
1e-12,0.09868560138691351,0.1667279717322757,2.735386901384675,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.0
1e-10,0.09868560138691362,0.16672797173227566,2.7353869011212706,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.0
1e-08,0.09868560138691362,0.16672797173227566,2.735386874780754,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.0
1e-06,0.09868560138682103,0.16672797173229278,2.735384240731716,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.0
1e-12,0.9989752550579514,0.00018956054179715523,13.854567706713485,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.0
1e-10,0.9989752550579514,0.00018956054179715542,13.854567694840219,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.0
1e-08,0.9989752550579493,0.0001895605417975463,13.854566507513878,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.0
1e-06,0.9989752550368182,0.0001895605457064362,13.854447783051963,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.0
1e-12,1.0,1.8524264281625458e-25,8.86666997561799,1.101151160732916,6.99747212019436,0,j1_time_envelope,J1,full_j1,0.0
1e-10,1.0,1.849852996368088e-21,8.86666997474019,1.101151160732916,6.99747212019436,0,j1_time_envelope,J1,full_j1,0.0
1e-08,0.9999999999999999,1.8498316730736596e-17,8.866669886960155,1.101151160732916,6.99747212019436,0,j1_time_envelope,J1,full_j1,0.0
1e-06,0.999999999999,1.8498278555683057e-13,8.866661108965232,1.101151160732916,6.99747212019436,0,j1_time_envelope,J1,full_j1,0.0
1e-12,1.0,1.8592294565006695e-25,8.866669975617954,3.7315620497154365,12.192931875466016,0,j1_time_envelope,J1,full_j2,0.0
1e-10,1.0,1.8578603443312525e-21,8.86666997473635,3.7315620497154365,12.192931875466016,0,j1_time_envelope,J1,full_j2,0.0
1e-08,0.9999999999999999,1.8578483207093753e-17,8.866669886575899,3.7315620497154365,12.192931875466016,0,j1_time_envelope,J1,full_j2,0.0
1e-06,0.9999999999989957,1.857844442277414e-13,8.86666107053978,3.7315620497154365,12.192931875466016,0,j1_time_envelope,J1,full_j2,0.0
1e-12,0.995615162735392,0.0008111209857838177,8.847500037171558,2.693447733894166,6.59548632321196,0,j1_time_envelope,J1,directional_j2_one,0.0
1e-10,0.995615162735392,0.0008111209857838174,8.847500036295436,2.693447733894166,6.59548632321196,0,j1_time_envelope,J1,directional_j2_one,0.0
1e-08,0.9956151627353919,0.0008111209857838362,8.847499948683225,2.693447733894166,6.59548632321196,0,j1_time_envelope,J1,directional_j2_one,0.0
1e-06,0.9956151627343961,0.0008111209859680476,8.847491187470489,2.693447733894166,6.59548632321196,0,j1_time_envelope,J1,directional_j2_one,0.0
1e-12,0.9814010322685087,0.003440495537358841,8.783827517270078,1.0000000000000029,13.0,0,j1_time_envelope,J1,dct_matched13,0.0
1e-10,0.9814010322685087,0.0034404955373588406,8.783827516400478,1.0000000000000029,13.0,0,j1_time_envelope,J1,dct_matched13,0.0
1e-08,0.9814010322685086,0.0034404955373588584,8.783827429440587,1.0000000000000029,13.0,0,j1_time_envelope,J1,dct_matched13,0.0
1e-06,0.9814010322675273,0.0034404955375403833,8.783818733460128,1.0000000000000029,13.0,0,j1_time_envelope,J1,dct_matched13,0.0
1e-12,0.0032347455678549686,0.1843847711968243,0.5409563677343108,3.942778636213458,12.159299696930983,0,j1_time_envelope,J1,coord_shuffle_full_j2,0.0
1e-10,0.0032347455678549686,0.1843847711968243,0.5409563676409971,3.942778636213458,12.159299696930983,0,j1_time_envelope,J1,coord_shuffle_full_j2,0.0
1e-08,0.0032347455678548576,0.18438477119682434,0.5409563583096065,3.942778636213458,12.159299696930983,0,j1_time_envelope,J1,coord_shuffle_full_j2,0.0
1e-06,0.0032347455678486403,0.18438477119682548,0.5409554251740457,3.942778636213458,12.159299696930983,0,j1_time_envelope,J1,coord_shuffle_full_j2,0.0
1e-12,0.07264337621953987,0.1715986211142856,2.3901580431672347,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.01
1e-10,0.07264337621953987,0.1715986211142856,2.3901580429306084,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.01
1e-08,0.07264337621953987,0.1715986211142856,2.3901580192679805,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.01
1e-06,0.07264337621946748,0.171598621114299,2.390155653007576,1.4613257071258936,4.964149796238107,0,j1_time_envelope,J1,axis_j0,0.01
1e-12,7.920112303771987e-07,0.18504044809289497,0.008439956042164921,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.01
1e-10,7.920112303771987e-07,0.18504044809289497,0.008439956041300037,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.01
1e-08,7.920112301551541e-07,0.185040448092895,0.008439955954811564,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.01
1e-06,7.920112301551541e-07,0.185040448092895,0.008439947305973666,1.0511463665903937,2.999378252896405,0,j1_time_envelope,J1,toric_j0_single,0.01
1e-12,0.09860825518661887,0.1667940644702767,2.735063251751906,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.01
1e-10,0.09860825518661887,0.1667940644702767,2.7350632514884605,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.01
1e-08,0.09860825518661887,0.1667940644702767,2.735063225143978,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.01
1e-06,0.09860825518652638,0.1667940644702938,2.7350605906983136,1.2031741084560474,12.97924510649851,0,j1_time_envelope,J1,toric_j0_generic_matched13,0.01
1e-12,0.9988332969727628,0.00021588742193657655,13.857912519756923,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.01
1e-10,0.9988332969727628,0.00021588742193657683,13.857912507973404,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.01
1e-08,0.9988332969727607,0.00021588742193696492,13.857911329620993,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.01
1e-06,0.9988332969517907,0.00021588742581725776,13.857793502256786,31.55056941256085,8.294498624010922,0,j1_time_envelope,J1,toric_j0_cluster_matched13,0.01
