target_family,target,noise,comparison,lhs,rhs,r2_full_margin,r2_ext_margin,heldout_rms_margin,lhs_r2_full,rhs_r2_full,lhs_ext_r2,rhs_ext_r2
J1,j1_freq_envelope,0.0,full_j2_minus_dct,full_j2,dct_matched13,1.0639641299522133,1.0778370027080462,0.8742402661866248,0.9999999999989687,-0.06396412995324473,0.9999999999989587,-0.07783700270908735
J1,j1_freq_envelope,0.0,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0059214824570024,1.0039270513809346,0.764114347116169,0.9999999999989687,-0.005921482458033728,0.9999999999989587,-0.003927051381975952
J1,j1_freq_envelope,0.0,full_j2_minus_directional_one,full_j2,directional_j2_one,0.6551736607729041,0.655183888216271,0.5700321329019228,0.9999999999989687,0.34482633922606465,0.9999999999989587,0.3448161117826876
J1,j1_freq_envelope,0.01,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,0.017859470418575718,0.0731539872000112,0.11255137245410558,0.999998981087702,0.9821395106691263,0.9999990829871278,0.9268450957871166
J1,j1_freq_envelope,0.01,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.01785404962071213,0.07314262311944109,0.1112712194270761,0.9999935602898384,0.9821395106691263,0.9999877189065577,0.9268450957871166
J1,j1_freq_envelope,0.01,full_j2_minus_dct,full_j2,dct_matched13,1.0639262827882494,1.0778364269113636,0.8722432903062785,0.9999935602898384,-0.06393272249841092,0.9999877189065577,-0.07784870800480598
J1,j1_freq_envelope,0.01,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0059016152525642,1.0039126900744137,0.7621220037466444,0.9999935602898384,-0.005908054962725636,0.9999877189065577,-0.003924971167856099
J1,j1_freq_envelope,0.01,full_j2_minus_directional_one,full_j2,directional_j2_one,0.6551823090692175,0.6552278438301968,0.5680564072061741,0.9999935602898384,0.3448112512206209,0.9999877189065577,0.3447598750763608
J1,j1_time_envelope,0.0,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,0.01144763364794732,0.04823514554929487,0.0918426664617916,0.9999999999989976,0.9885523663510503,0.9999999999989974,0.9517648544497025
J1,j1_time_envelope,0.0,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.011447633647934552,0.048235145549273994,0.09184266061212505,0.9999999999989848,0.9885523663510503,0.9999999999989765,0.9517648544497025
J1,j1_time_envelope,0.0,full_j2_minus_dct,full_j2,dct_matched13,1.0735638982549847,1.1314061060335647,0.8821885047878029,0.9999999999989848,-0.07356389825599978,0.9999999999989765,-0.13140610603458827
J1,j1_time_envelope,0.0,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0031340227790317,1.0041122651405445,0.7726066578466525,0.9999999999989848,-0.0031340227800468238,0.9999999999989765,-0.004112265141568094
J1,j1_time_envelope,0.0,full_j2_minus_directional_one,full_j2,directional_j2_one,0.34889244831916966,0.3507806757205162,0.3762192774872683,0.9999999999989848,0.6511075516798152,0.9999999999989765,0.6492193242784603
J1,j1_time_envelope,0.01,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,0.01141968588160358,0.04816246618430642,0.09093988015068159,0.9999987496502568,0.9885790637686532,0.9999989097289355,0.951836443544629
J1,j1_time_envelope,0.01,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.011416056864852253,0.04815467514631355,0.09001253960830584,0.9999951206335055,0.9885790637686532,0.9999911186909426,0.951836443544629
J1,j1_time_envelope,0.01,full_j2_minus_dct,full_j2,dct_matched13,1.0735654761191527,1.1314295913493575,0.8804751759705552,0.9999951206335055,-0.07357035548564721,0.9999911186909426,-0.13143847265841482
J1,j1_time_envelope,0.01,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0031243074194642,1.0041010601927118,0.7708860314105542,0.9999951206335055,-0.003129186785958832,0.9999911186909426,-0.004109941501769211
J1,j1_time_envelope,0.01,full_j2_minus_directional_one,full_j2,directional_j2_one,0.3488867117162774,0.35076801170358296,0.3745034492898453,0.9999951206335055,0.6511084089172281,0.9999911186909426,0.6492231069873596
J2,j2_directional_packet,0.0,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.5913855269978259,-0.6595319191305242,-0.614948204625828,0.3512609810026148,0.9426465080004407,0.22636681753796292,0.8858987366684872
J2,j2_directional_packet,0.0,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.057353491996978256,0.11410126332828963,0.23923396517686443,0.999999999997419,0.9426465080004407,0.9999999999967768,0.8858987366684872
J2,j2_directional_packet,0.0,full_j2_minus_dct,full_j2,dct_matched13,1.0011578532119374,1.0052256063637957,1.0928006810017759,0.999999999997419,-0.0011578532145184635,0.9999999999967768,-0.005225606367018872
J2,j2_directional_packet,0.0,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.00080067067475,1.0020918289909004,1.048360826719283,0.999999999997419,-0.0008006706773311251,0.9999999999967768,-0.0020918289941237226
J2,j2_directional_packet,0.0,full_j2_minus_directional_one,full_j2,directional_j2_one,4.141131881851834e-14,-8.204548151979907e-14,1.2314541167755925e-08,0.999999999997419,0.9999999999973775,0.9999999999967768,0.9999999999968588
J2,j2_directional_packet,0.01,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.5913579029988043,-0.6594704106569118,-0.6148561040820135,0.3512578496452116,0.9426157526440159,0.22636757687793796,0.8858379875348498
J2,j2_directional_packet,0.01,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.05738200668025972,0.11415974802214324,0.23781211577879324,0.9999977593242756,0.9426157526440159,0.999997735556993,0.8858379875348498
J2,j2_directional_packet,0.01,full_j2_minus_dct,full_j2,dct_matched13,1.0011511595343934,1.005217770789532,1.091285523221423,0.9999977593242756,-0.0011534002101178202,0.999997735556993,-0.005220035232539009
J2,j2_directional_packet,0.01,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0007910000097398,1.0020955204228574,1.046840136338692,0.9999977593242756,-0.0007932406854640889,0.999997735556993,-0.0020977848658644133
J2,j2_directional_packet,0.01,full_j2_minus_directional_one,full_j2,directional_j2_one,-1.4065124499529347e-06,-1.4568242812096344e-06,-0.0006501560050306564,0.9999977593242756,0.9999991658367255,0.999997735556993,0.9999991923812742
J2,j2_freq_curvature,0.0,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.6109660248266424,-0.7301929558613847,-0.7073158432812097,0.38490739518928424,0.9958734200159266,0.24890091536437634,0.979093871225761
J2,j2_freq_curvature,0.0,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.0041265799806885495,0.020906128770104115,0.06541059589410948,0.9999999999966152,0.9958734200159266,0.9999999999958651,0.979093871225761
J2,j2_freq_curvature,0.0,full_j2_minus_dct,full_j2,dct_matched13,1.0792643300798839,1.039744085803759,1.0537758861076905,0.9999999999966152,-0.07926433008326868,0.9999999999958651,-0.039744085807894014
J2,j2_freq_curvature,0.0,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0070107397950188,1.000526278799144,0.9757159155988259,0.9999999999966152,-0.00701073979840366,0.9999999999958651,-0.0005262788032788975
J2,j2_freq_curvature,0.0,full_j2_minus_directional_one,full_j2,directional_j2_one,0.4671823755008241,0.5538697885753536,0.6382911624281501,0.9999999999966152,0.5328176244957911,0.9999999999958651,0.4461302114205115
J2,j2_freq_curvature,0.01,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.6109664813632678,-0.7301687696005608,-0.7071524363491815,0.3848840712322863,0.9958505525955541,0.24887996902254295,0.9790487386231037
J2,j2_freq_curvature,0.01,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.0041475043451164595,0.02094940024554004,0.0643002219335125,0.9999980569406706,0.9958505525955541,0.9999981388686437,0.9790487386231037
J2,j2_freq_curvature,0.01,full_j2_minus_dct,full_j2,dct_matched13,1.0791786872440026,1.0396771311290103,1.0524463499892809,0.9999980569406706,-0.07918063030333196,0.9999981388686437,-0.03967899226036654
J2,j2_freq_curvature,0.01,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0070018791013267,1.000526911879742,0.9744221872235719,0.9999980569406706,-0.007003822160656088,0.9999981388686437,-0.000528773011098114
J2,j2_freq_curvature,0.01,full_j2_minus_directional_one,full_j2,directional_j2_one,0.46724998892291814,0.5539446587331205,0.6370506132075441,0.9999980569406706,0.5327480680177524,0.9999981388686437,0.4460534801355232
J2,j2_mixed_envelope,0.0,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.7117216963754851,-0.4618792359173329,-0.32422978491361015,-0.011199900827841178,0.7005217955476439,-0.002554205361204598,0.4593250305561283
J2,j2_mixed_envelope,0.0,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.29947820445129025,0.5406749694428118,0.4112068267743041,0.9999999999989342,0.7005217955476439,0.9999999999989401,0.4593250305561283
J2,j2_mixed_envelope,0.0,full_j2_minus_dct,full_j2,dct_matched13,1.103256510888583,1.0484783612475839,0.7966911298215202,0.9999999999989342,-0.10325651088964892,0.9999999999989401,-0.0484783612486438
J2,j2_mixed_envelope,0.0,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0104127420384452,1.0024673684779428,0.7357316151389939,0.9999999999989342,-0.010412742039511072,0.9999999999989401,-0.002467368479002835
J2,j2_mixed_envelope,0.0,full_j2_minus_directional_one,full_j2,directional_j2_one,0.751803934351195,0.8205897452422264,0.6319462496871205,0.9999999999989342,0.24819606564773924,0.9999999999989401,0.1794102547567137
J2,j2_mixed_envelope,0.01,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.7117868612233677,-0.4619681287241294,-0.32427664332010137,-0.011210352573232394,0.7005765086501352,-0.0025654784820149656,0.4594026502421144
J2,j2_mixed_envelope,0.01,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.2994209742591911,0.5405948519574209,0.4100508030988299,0.9999974829093263,0.7005765086501352,0.9999975021995352,0.4594026502421144
J2,j2_mixed_envelope,0.01,full_j2_minus_dct,full_j2,dct_matched13,1.1031925863228336,1.0484674426648306,0.7955520450677266,0.9999974829093263,-0.1031951034135073,0.9999975021995352,-0.0484699404652953
J2,j2_mixed_envelope,0.01,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0104240146036718,1.0024699390101925,0.7346239025161313,0.9999974829093263,-0.010426531694345459,0.9999975021995352,-0.002472436810657286
J2,j2_mixed_envelope,0.01,full_j2_minus_directional_one,full_j2,directional_j2_one,0.7518308661312161,0.8206482235894331,0.6308453392955055,0.9999974829093263,0.24816661677811025,0.9999975021995352,0.1793492786101021
J2,j2_time_curvature,0.0,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.6023952747134931,-0.7306871639463608,-0.7321451183691949,0.39493710220388084,0.9973323769173739,0.2556335505577791,0.9863207145041399
J2,j2_time_curvature,0.0,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.0026676230794668854,0.013679285491979942,0.054060510386383084,0.9999999999968407,0.9973323769173739,0.9999999999961199,0.9863207145041399
J2,j2_time_curvature,0.0,full_j2_minus_dct,full_j2,dct_matched13,0.9902923335460379,1.0118868369776246,1.0387032832726624,0.9999999999968407,0.00970766645080288,0.9999999999961199,-0.011886836981504773
J2,j2_time_curvature,0.0,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.000382967844434,1.0019169429334858,0.9971917705243928,0.9999999999968407,-0.0003829678475933268,0.9999999999961199,-0.0019169429373659813
J2,j2_time_curvature,0.0,full_j2_minus_directional_one,full_j2,directional_j2_one,0.2938413233891315,0.3395834459668192,0.48570745146711375,0.9999999999968407,0.7061586766077093,0.9999999999961199,0.6604165540293007
J2,j2_time_curvature,0.01,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.6023768202198887,-0.730652017633064,-0.7320183802587679,0.39494302364864725,0.997319843868536,0.2556400571273652,0.9862920747604292
J2,j2_time_curvature,0.01,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.0026779104062494286,0.013705721194471443,0.052797192400256,0.9999977542747854,0.997319843868536,0.9999977959549007,0.9862920747604292
J2,j2_time_curvature,0.01,full_j2_minus_dct,full_j2,dct_matched13,0.9902244446577225,1.011873418964884,1.0372861981159631,0.9999977542747854,0.009773309617062922,0.9999977959549007,-0.011875623009983294
J2,j2_time_curvature,0.01,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0003814724448095,1.001909522350174,0.995806461498401,0.9999977542747854,-0.00038371817002408787,0.9999977959549007,-0.0019117263952732888
J2,j2_time_curvature,0.01,full_j2_minus_directional_one,full_j2,directional_j2_one,0.2938503937517274,0.3395995223697229,0.4843312565707587,0.9999977542747854,0.706147360523058,0.9999977959549007,0.6603982735851778
mixture,mix_j0_j1_j2,0.0,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.04769245449254578,-0.03813103366005566,-0.05141676937114302,0.9209154215025244,0.9686078759950701,0.8262902177141068,0.8644212513741625
mixture,mix_j0_j1_j2,0.0,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.03139212399396074,0.13557874859022379,0.09566897717333664,0.9999999999890309,0.9686078759950701,0.9999999999643863,0.8644212513741625
mixture,mix_j0_j1_j2,0.0,full_j2_minus_dct,full_j2,dct_matched13,0.9997648349548776,1.2250006464108825,0.5406581213093555,0.9999999999890309,0.00023516503415334233,0.9999999999643863,-0.2250006464464962
mixture,mix_j0_j1_j2,0.0,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.005981284017802,1.0048009313225084,0.44434125519157397,0.9999999999890309,-0.005981284028771063,0.9999999999643863,-0.004800931358122096
mixture,mix_j0_j1_j2,0.0,full_j2_minus_directional_one,full_j2,directional_j2_one,0.16683624564919475,0.2776090376871182,0.19705644577831719,0.9999999999890309,0.8331637543398361,0.9999999999643863,0.7223909622772681
mixture,mix_j0_j1_j2,0.01,full_j1_minus_j0_cluster,full_j1,toric_j0_cluster_matched13,-0.04770913093050244,-0.03814845917319165,-0.05142710296942739,0.9209054773774524,0.9686146083079549,0.8262877531758068,0.8644362123489985
mixture,mix_j0_j1_j2,0.01,full_j2_minus_j0_cluster,full_j2,toric_j0_cluster_matched13,0.03137647508453445,0.13554447511197365,0.09420122284891516,0.9999910833924893,0.9686146083079549,0.9999806874609721,0.8644362123489985
mixture,mix_j0_j1_j2,0.01,full_j2_minus_dct,full_j2,dct_matched13,0.9996324678385233,1.2248705790174625,0.5391641668695176,0.9999910833924893,0.0003586155539660278,0.9999806874609721,-0.22488989155649053
mixture,mix_j0_j1_j2,0.01,full_j2_minus_shuffle,full_j2,coord_shuffle_full_j2,1.0059775297612064,1.0047721484780106,0.4428761981145413,0.9999910833924893,-0.005986446368717031,0.9999806874609721,-0.004791461017038469
mixture,mix_j0_j1_j2,0.01,full_j2_minus_directional_one,full_j2,directional_j2_one,0.1668408376653827,0.2775797535291874,0.19559422417493635,0.9999910833924893,0.8331502457271066,0.9999806874609721,0.7224009339317847
