dataset,task,basis,n,score_mean,score_std,score_best,best_score_mean,final_score_mean,train_score_mean,loss_mean,num_features,param_count,wall_sec_max
cifar10,reconstruction,axis_plus_toric_residual_R0_top55,3,0.8599001367886862,0.0036820350114274212,0.8647356033325195,0.8599001367886862,0.8592448035875956,0.860923965771993,0.1396686633427938,55,7147402,902.8455917835236
cifar10,reconstruction,axis_plus_toric_residual_R2_top55,1,0.8229154348373413,0.0,0.8229154348373413,0.8229154348373413,0.8224785327911377,0.829456090927124,0.17651896178722382,47,7147018,889.8951425552368
cifar10,reconstruction,dct_top33,3,0.8468281229337057,0.003895151300556203,0.8523311018943787,0.8468281229337057,0.8468358715375265,0.8482272028923035,0.15251181026299795,34,7146394,901.3624258041382
cifar10,reconstruction,dct_top55,1,0.8275274038314819,0.0,0.8275274038314819,0.8275274038314819,0.8278971910476685,0.8285194039344788,0.17208924889564514,56,7147450,903.0682938098907
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,3,0.8661565979321798,0.0029655088144313058,0.8701905012130737,0.8661565979321798,0.8672822713851929,0.8666505018870035,0.13362362484137216,109,7149994,904.4135828018188
cifar10,reconstruction,table_informed_toric_PJ_R0_top55,1,0.8133466243743896,0.0,0.8133466243743896,0.8133466243743896,0.8138481974601746,0.8147424459457397,0.18634068965911865,55,7147402,903.5188200473785
