dataset,task,basis,n,score_mean,score_std,score_best,best_score_mean,final_score_mean,train_score_mean,loss_mean,num_features,param_count,wall_sec_max
cifar10,classification,axis_additive,3,0.5810666481653849,0.0043122550985734516,0.5867999792098999,0.5810666481653849,0.5805333256721497,1.0,3.218464454015096,5,2136282,197.7900047302246
cifar10,classification,no_pos_constant,3,0.5753999749819437,0.008561923025355645,0.587399959564209,0.5753999749819437,0.5745333234469095,1.0,3.246635913848877,1,2136154,197.39621305465698
cifar10,classification,relative_2d_table,3,0.5741333166758219,0.005528910225310375,0.5789999961853027,0.5741333166758219,0.5732666452725729,1.0,3.2633653481801352,225,2143322,198.1043825149536
cifar10,classification,toric_PJ_R2,3,0.5683333079020182,0.0026042662733793895,0.5719999670982361,0.5683333079020182,0.5673999786376953,1.0,3.3324418862660727,55,2137882,198.38083577156067
cifar10,classification,toric_PJ_R2_coord_shuffle,3,0.5715333223342896,0.008142604205949587,0.5823999643325806,0.5715333223342896,0.5707333286603292,1.0,3.257628599802653,55,2137882,198.03798818588257
cifar10,classification,toric_order0,3,0.5699333151181539,0.004014426362459387,0.5745999813079834,0.5699333151181539,0.5686666568120321,1.0,3.2727318604787192,7,2136346,198.04618906974792
