dataset,task,basis,seed,layer,head,rank,omega_x,omega_y,power,mass,phase
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,1,-0.41887906193733215,0.0,34.6069450378418,0.06053030490875244,2.4042327404022217
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,2,0.41887906193733215,0.0,34.6069450378418,0.06053030490875244,-2.4042327404022217
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,3,0.8377581238746643,0.0,27.586502075195312,0.048250988125801086,1.2585924863815308
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,4,-0.8377581238746643,0.0,27.586502075195312,0.048250988125801086,-1.2585924863815308
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,5,-0.8377581238746643,-0.8377581238746643,19.49139976501465,0.0340920090675354,-1.2647759914398193
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,6,0.8377581238746643,0.8377581238746643,19.49139976501465,0.0340920090675354,1.2647759914398193
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,7,0.0,-0.8377581238746643,16.45696449279785,0.02878454141318798,0.04668523743748665
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,0,8,0.0,0.8377581238746643,16.45696449279785,0.02878454141318798,-0.04668523743748665
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,1,0.41887906193733215,0.0,32.10955810546875,0.13217714428901672,-2.8946099281311035
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,2,-0.41887906193733215,0.0,32.10955810546875,0.13217714428901672,2.8946099281311035
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,3,0.0,0.41887906193733215,12.892143249511719,0.053069766610860825,-2.3911948204040527
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,4,0.0,-0.41887906193733215,12.892143249511719,0.053069766610860825,2.3911948204040527
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,5,0.0,0.8377581238746643,10.94435977935791,0.045051828026771545,0.9032489657402039
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,6,0.0,-0.8377581238746643,10.94435977935791,0.045051828026771545,-0.9032489657402039
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,7,-0.8377581238746643,0.0,9.57561206817627,0.03941745683550835,-0.6463795304298401
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,1,8,0.8377581238746643,0.0,9.57561206817627,0.03941745683550835,0.6463795304298401
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,1,0.41887906193733215,0.0,62.42674255371094,0.05932275578379631,-2.684941053390503
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,2,-0.41887906193733215,0.0,62.42674255371094,0.05932275578379631,2.684941053390503
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,3,1.2566372156143188,0.0,37.68059539794922,0.035807035863399506,-2.341637134552002
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,4,-1.2566372156143188,0.0,37.68059539794922,0.035807035863399506,2.341637134552002
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,5,0.8377581238746643,0.8377581238746643,34.68534851074219,0.03296072036027908,1.3150148391723633
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,6,-0.8377581238746643,-0.8377581238746643,34.68534851074219,0.03296072036027908,-1.3150148391723633
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,7,0.0,0.41887906193733215,28.768478393554688,0.027338050305843353,-2.267263412475586
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,2,8,0.0,-0.41887906193733215,28.768478393554688,0.027338050305843353,2.267263412475586
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,3,1,-0.8377581238746643,0.8377581238746643,20.473791122436523,0.05372579023241997,0.42305898666381836
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,3,2,0.8377581238746643,-0.8377581238746643,20.473791122436523,0.05372579023241997,-0.42305898666381836
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,3,3,-1.2566372156143188,0.0,17.389739990234375,0.04563285410404205,2.6347458362579346
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,3,4,1.2566372156143188,0.0,17.389739990234375,0.04563285410404205,-2.6347458362579346
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,3,5,-2.094395160675049,0.0,12.319177627563477,0.032327063381671906,1.718369483947754
cifar10,reconstruction,table_informed_toric_PJ_R0_top110,577,0,3,6,2.094395160675049,0.0,12.319177627563477,0.032327063381671906,-1.718369483947754
