basis,num_features,r2,mse,condition,coeff_norm,order0_energy,order1_energy,order2_energy,source,table_id,target_std,target_norm
constant,1,0.0,0.00021410830959212035,1.0,5.751214504634561e-10,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,mean,0.014632441103458405,0.6034883856773376
fft_top18_J0,37,0.9043503403663635,2.0479390514083207e-05,1.0000035762786865,0.019678855314850807,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,mean,0.014632441103458405,0.6034883856773376
fft_top18_J1,109,0.959336519241333,8.70638632477494e-06,16768465.0,0.6179342269897461,8.804237365722656,8.702483177185059,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,mean,0.014632441103458405,0.6034883856773376
fft_top18_J2,217,0.9757233262062073,5.197834525461076e-06,32878656.0,1.0834650993347168,8.856681823730469,11.978031158447266,11.16636848449707,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,mean,0.014632441103458405,0.6034883856773376
fft_top18_J2_coord_shuffle,217,0.07591372728347778,0.000197854547877796,31783028.0,2.2563037872314453,44.84996032714844,73.90039825439453,87.31793212890625,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,mean,0.014632441103458405,0.6034883856773376
dct_top13,13,0.8759742975234985,2.655493881320581e-05,1.0000028610229492,0.022236716002225876,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,mean,0.014632441103458405,0.6034883856773376
dct_top73,73,0.972667932510376,5.852022695762571e-06,1.0000028610229492,0.02379189431667328,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,mean,0.014632441103458405,0.6034883856773376
constant,1,0.0,0.00019523344235494733,1.0,8.750314361982703e-11,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,0.01397259533405304,0.5762742757797241
fft_top18_J0,37,0.8518744707107544,2.8919052056153305e-05,1.0000044107437134,0.018238093703985214,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,0.01397259533405304,0.5762742757797241
fft_top18_J1,109,0.9375382661819458,1.2194621376693249e-05,21907352.0,0.8424889445304871,10.790435791015625,10.39530086517334,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,0.01397259533405304,0.5762742757797241
fft_top18_J2,217,0.9674999713897705,6.3450952438870445e-06,44477260.0,0.957783579826355,6.115005016326904,10.023693084716797,10.494980812072754,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,0.01397259533405304,0.5762742757797241
fft_top18_J2_coord_shuffle,217,0.08270734548568726,0.00017908620066009462,39120656.0,2.360295057296753,69.33280181884766,92.53665924072266,93.75846862792969,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,0.01397259533405304,0.5762742757797241
dct_top13,13,0.817411482334137,3.564738290151581e-05,1.0000028610229492,0.0203640628606081,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,0.01397259533405304,0.5762742757797241
dct_top73,73,0.9558297395706177,8.6235177150229e-06,1.0000026226043701,0.022501148283481598,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,0.01397259533405304,0.5762742757797241
constant,1,0.0,0.00021835901134181768,1.0,3.549875504660349e-09,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,0.01477697491645813,0.6094495058059692
fft_top18_J0,37,0.8694166541099548,2.8514052246464416e-05,1.000003695487976,0.019485624507069588,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,0.01477697491645813,0.6094495058059692
fft_top18_J1,109,0.950417160987854,1.0826858670043293e-05,19828554.0,0.589268147945404,6.660757064819336,6.623575687408447,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,0.01477697491645813,0.6094495058059692
fft_top18_J2,217,0.9669811129570007,7.209975137811853e-06,48961972.0,1.275554895401001,7.644718170166016,15.166546821594238,17.212486267089844,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,0.01477697491645813,0.6094495058059692
fft_top18_J2_coord_shuffle,217,0.08407783508300781,0.00019999986398033798,37355076.0,2.397239923477173,77.0323257446289,91.58160400390625,90.62454986572266,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,0.01477697491645813,0.6094495058059692
dct_top13,13,0.8261913061141968,3.795269731199369e-05,1.0000026226043701,0.021278712898492813,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,0.01477697491645813,0.6094495058059692
dct_top73,73,0.9640250205993652,7.855462172301486e-06,1.0000027418136597,0.02353512868285179,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,0.01477697491645813,0.6094495058059692
constant,1,0.0,0.00027923713787458837,1.0,1.813926120419751e-09,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,0.016710389405488968,0.689189612865448
fft_top18_J0,37,0.9089224338531494,2.5432233087485656e-05,1.0000044107437134,0.02253018505871296,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,0.016710389405488968,0.689189612865448
fft_top18_J1,109,0.9611138105392456,1.0858465429919306e-05,11930416.0,0.7144629955291748,9.992171287536621,10.018667221069336,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,0.016710389405488968,0.689189612865448
fft_top18_J2,217,0.9811191558837891,5.272241196507821e-06,39594280.0,2.09244704246521,16.691421508789062,17.748531341552734,16.59988021850586,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,0.016710389405488968,0.689189612865448
fft_top18_J2_coord_shuffle,217,0.08412587642669678,0.00025574606843292713,37196064.0,3.4415578842163086,43.31328582763672,109.00122833251953,115.31881713867188,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,0.016710389405488968,0.689189612865448
dct_top13,13,0.8825085163116455,3.2807984098326415e-05,1.0000032186508179,0.02594059146940708,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,0.016710389405488968,0.689189612865448
dct_top73,73,0.9791346788406372,5.826377218909329e-06,1.0000030994415283,0.02769576385617256,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,0.016710389405488968,0.689189612865448
constant,1,5.960464477539063e-08,0.00023017251805868,1.0,1.1460088433778992e-09,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,0.01517143752425909,0.6257184147834778
fft_top18_J0,37,0.8988601565361023,2.3279617380467243e-05,1.0000042915344238,0.02034170553088188,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,0.01517143752425909,0.6257184147834778
fft_top18_J1,109,0.9475693106651306,1.2068106116203126e-05,14241888.0,0.7141587138175964,8.298112869262695,8.413585662841797,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,0.01517143752425909,0.6257184147834778
fft_top18_J2,217,0.9742909073829651,5.917531780141871e-06,30950018.0,1.7252951860427856,8.57229232788086,15.711259841918945,14.945723533630371,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,0.01517143752425909,0.6257184147834778
fft_top18_J2_coord_shuffle,217,0.07741528749465942,0.0002123536542057991,30315004.0,1.864042043685913,36.91108703613281,61.573699951171875,57.24905014038086,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,0.01517143752425909,0.6257184147834778
dct_top13,13,0.8609040379524231,3.20160725095775e-05,1.0000032186508179,0.02312212809920311,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,0.01517143752425909,0.6257184147834778
dct_top73,73,0.9609890580177307,8.97924110176973e-06,1.0000030994415283,0.024774547666311264,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,0.01517143752425909,0.6257184147834778
constant,1,0.0,0.00019847022485919297,1.0,1.6583255879609737e-09,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,mean,0.014087946154177189,0.5810316801071167
fft_top18_J0,37,0.9089364409446716,1.8073409592034295e-05,1.0000042915344238,0.01899455301463604,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,mean,0.014087946154177189,0.5810316801071167
fft_top18_J1,109,0.9629360437393188,7.3560895543778315e-06,13749827.0,0.6485245823860168,9.876163482666016,9.855762481689453,0.0,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,mean,0.014087946154177189,0.5810316801071167
fft_top18_J2,217,0.9744239449501038,5.076081379229436e-06,31453678.0,1.3627973794937134,9.314436912536621,11.585440635681152,12.225118637084961,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,mean,0.014087946154177189,0.5810316801071167
fft_top18_J2_coord_shuffle,217,0.07549816370010376,0.00018348608864471316,28850140.0,1.6864008903503418,40.47840118408203,50.38694763183594,54.18570327758789,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,mean,0.014087946154177189,0.5810316801071167
dct_top13,13,0.8688093423843384,2.6037436327897012e-05,1.0000032186508179,0.02114626206457615,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,mean,0.014087946154177189,0.5810316801071167
dct_top73,73,0.9664459824562073,6.659473456238629e-06,1.0000027418136597,0.022667620331048965,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,mean,0.014087946154177189,0.5810316801071167
constant,1,0.0,0.00017843031673692167,1.0,1.318192444088595e-09,1.0,0.0,0.0,MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed526/bias_tables.npz,L0H0,0.013357781805098057,0.5509174466133118
