comparison,n,margin_mean,margin_std,margin_min,margin_max,positive_count
DCT73_minus_J2,15,-0.00803603728612264,0.005646104376346453,-0.019918739795684814,-0.0006595253944396973,0
J1_minus_J0,15,0.0633309523264567,0.014114155241077382,0.04313302040100098,0.0856637954711914,15
J2_minus_J0,15,0.08102133274078369,0.016366959206482942,0.052702128887176514,0.11562550067901611,15
J2_minus_J1,15,0.017690380414326985,0.0056476431195846485,0.009569108486175537,0.029961705207824707,15
J2_minus_shuffle,15,0.8940983255704243,0.006582009863330471,0.8829032778739929,0.9070030450820923,15
