source,table_id,comparison,r2_margin,lhs_r2,rhs_r2
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H2,J2_minus_J0,0.08543956279754639,0.9741710424423218,0.8887314796447754
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H2,J2_minus_shuffle,0.892956554889679,0.9741710424423218,0.08121448755264282
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H2,DCT73_minus_J2,-0.01110011339187622,0.9630709290504456,0.9741710424423218
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H3,J1_minus_J0,0.07530701160430908,0.9710859060287476,0.8957788944244385
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H3,J2_minus_J1,0.010948896408081055,0.9820348024368286,0.9710859060287476
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H3,J2_minus_J0,0.08625590801239014,0.9820348024368286,0.8957788944244385
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H3,J2_minus_shuffle,0.9070030450820923,0.9820348024368286,0.07503175735473633
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,L0H3,DCT73_minus_J2,-0.006657421588897705,0.9753773808479309,0.9820348024368286
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,mean,J1_minus_J0,0.054748594760894775,0.968029260635376,0.9132806658744812
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,mean,J2_minus_J1,0.00957876443862915,0.9776080250740051,0.968029260635376
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,mean,J2_minus_J0,0.06432735919952393,0.9776080250740051,0.9132806658744812
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,mean,J2_minus_shuffle,0.8989717960357666,0.9776080250740051,0.07863622903823853
MetricToric/results/v17_nsynth_relative_teacher_seeds526626_2k/bias_exports/relative_2d_table_seed626/bias_tables.npz,mean,DCT73_minus_J2,-0.0012192130088806152,0.9763888120651245,0.9776080250740051
