basis,n,r2_mean,r2_std,r2_min,r2_max
fft_top18_J2,3,0.9759184320767721,0.001307195798749513,0.9744239449501038,0.9776080250740051
dct_top73,3,0.9718342423439026,0.0041017268418920136,0.9664459824562073,0.9763888120651245
fft_top18_J1,3,0.9634339412053426,0.0035662178519108717,0.959336519241333,0.968029260635376
fft_top18_J0,3,0.9088558157285055,0.003646235843473439,0.9043503403663635,0.9132806658744812
dct_top13,3,0.8660804828008016,0.009392659386190336,0.8534578084945679,0.8759742975234985
fft_top18_J2_coord_shuffle,3,0.07668270667394002,0.0013917280610371823,0.07549816370010376,0.07863622903823853
constant,3,0.0,0.0,0.0,0.0
