comparison,n,margin_mean,margin_std,margin_min,margin_max,positive_count
DCT73_minus_J2,15,0.04084497690200806,0.017503555222932825,0.018663644790649414,0.0836632251739502,15
J1_minus_J0,15,0.08204265832901,0.015147732532396612,0.0596235990524292,0.11959755420684814,15
J2_minus_J0,15,0.12590150435765585,0.014204313142142863,0.09963738918304443,0.14837312698364258,15
J2_minus_J1,15,0.043858846028645836,0.008714400611316085,0.025374948978424072,0.059655964374542236,15
J2_minus_shuffle,15,0.8934914509455363,0.023594595979310764,0.8446815013885498,0.9281712770462036,15
