basis,n,r2_mean,r2_std,r2_min,r2_max
dct_top73,3,0.9718342423439026,0.0041017268418920136,0.9664459824562073,0.9763888120651245
fft_top6_J2,3,0.9296624859174093,0.00833781461260894,0.9208391904830933,0.9408484101295471
fft_top6_J1,3,0.8912620345751444,0.007656407252163294,0.8826207518577576,0.9012330770492554
dct_top13,3,0.8660804828008016,0.009392659386190336,0.8534578084945679,0.8759742975234985
fft_top6_J0,3,0.8222639163335165,0.0014539412866274954,0.8212018013000488,0.8243197202682495
fft_top6_J2_coord_shuffle,3,0.03162856896718343,0.0022047751202163564,0.028772830963134766,0.03414046764373779
constant,3,0.0,0.0,0.0,0.0
