comparison,n_table_mask,table_mask_mean,n_case_mean,case_positive_count,case_min,n_seed,seed_mean,seed_min,seed_max
nested_J1_minus_J0,45,0.07344867520862156,15,15,0.04138129949569702,3,0.07344867520862154,0.06593029499053955,0.07810472249984741
nested_J2_minus_J1,45,0.04415657785203722,15,15,0.02212768793106079,3,0.044156577852037214,0.03586964209874471,0.05773488680521647
J2_minus_shuffled_J2,45,0.959006588988834,15,15,0.8993173241615295,3,0.9590065889888338,0.9507704655329386,0.9727779070536295
matched_J1top6_minus_J0top18,45,-0.00463614993625217,15,5,-0.042828381061553955,3,-0.00463614993625217,-0.016182104746500652,0.0035910685857137043
matched_J2top6_minus_J0top36,45,0.013086626264784072,15,13,-0.027840693791707356,3,0.013086626264784072,0.007899061838785807,0.018652820587158205
