dataset,task,basis,seed,step,metric,train_score,test_score,train_loss,test_loss,elapsed_sec
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,443,6000,masked_patch_r2,0.8486726880073547,0.8421322107315063,0.15144166350364685,0.15707989037036896,546.3043832778931
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,443,7000,masked_patch_r2,0.8525835871696472,0.844094455242157,0.14841395616531372,0.15533694624900818,637.2240374088287
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,443,8000,masked_patch_r2,0.8517628908157349,0.8450369238853455,0.14907658100128174,0.154849573969841,728.3187899589539
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,443,9000,masked_patch_r2,0.8514769673347473,0.8456943035125732,0.1484617292881012,0.15352943539619446,819.2626860141754
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,443,9999,masked_patch_r2,0.852270245552063,0.8465833067893982,0.1482483595609665,0.15307475626468658,910.091968536377
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,0,masked_patch_r2,-0.4518483877182007,-0.4446077346801758,1.4555374383926392,1.4428950548171997,0.5221149921417236
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,1000,masked_patch_r2,0.7949317097663879,0.7926232218742371,0.20620635151863098,0.20687103271484375,91.60536599159241
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,2000,masked_patch_r2,0.8195359706878662,0.818091094493866,0.18069607019424438,0.18202777206897736,182.57310247421265
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,3000,masked_patch_r2,0.8390573859214783,0.8326317667961121,0.16147908568382263,0.16688446700572968,273.75910210609436
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,4000,masked_patch_r2,0.8444409370422363,0.8402122259140015,0.1561371088027954,0.15917140245437622,364.8757166862488
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,5000,masked_patch_r2,0.8473390340805054,0.8416122794151306,0.15370848774909973,0.15794216096401215,455.8889572620392
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,6000,masked_patch_r2,0.8479130864143372,0.8415599465370178,0.15306639671325684,0.15754668414592743,547.0059809684753
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,7000,masked_patch_r2,0.8485358357429504,0.8439905047416687,0.151825413107872,0.15567819774150848,638.2180833816528
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,8000,masked_patch_r2,0.850591242313385,0.8455432057380676,0.14999136328697205,0.15419383347034454,729.4334490299225
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,9000,masked_patch_r2,0.8543657064437866,0.8466378450393677,0.14727544784545898,0.15294988453388214,820.4085764884949
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,543,9999,masked_patch_r2,0.8530639410018921,0.8462964296340942,0.1475905030965805,0.15282253921031952,911.3054735660553
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,0,masked_patch_r2,-0.3765779733657837,-0.37693357467651367,1.3859565258026123,1.371756911277771,0.5206892490386963
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,1000,masked_patch_r2,0.7930489182472229,0.7916587591171265,0.2082429826259613,0.2071429342031479,91.56243395805359
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,2000,masked_patch_r2,0.8242270350456238,0.8192644119262695,0.1767379492521286,0.17981977760791779,182.51237678527832
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,3000,masked_patch_r2,0.8388468027114868,0.8346464037895203,0.16229097545146942,0.1647501438856125,273.56602144241333
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,4000,masked_patch_r2,0.8445294499397278,0.8413268327713013,0.15593038499355316,0.15824007987976074,364.5130157470703
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,5000,masked_patch_r2,0.848617672920227,0.8430162668228149,0.15219175815582275,0.15633903443813324,455.49443078041077
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,6000,masked_patch_r2,0.850380003452301,0.8436756134033203,0.14987748861312866,0.15582506358623505,546.5192005634308
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,7000,masked_patch_r2,0.8512794971466064,0.8444874286651611,0.14914482831954956,0.15458054840564728,637.6363680362701
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,8000,masked_patch_r2,0.8518024682998657,0.8464077711105347,0.14899300038814545,0.1532028466463089,728.8339147567749
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,9000,masked_patch_r2,0.8550927042961121,0.8483128547668457,0.14549067616462708,0.15128464996814728,820.0721986293793
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,643,9999,masked_patch_r2,0.8539649248123169,0.8487500548362732,0.1459396481513977,0.1506940871477127,911.0882766246796
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,0,masked_patch_r2,-0.5657812356948853,-0.5684183835983276,1.57204008102417,1.5640596151351929,0.508589506149292
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,1000,masked_patch_r2,0.7589268088340759,0.7623212337493896,0.2414855659008026,0.2373667061328888,90.9876708984375
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,2000,masked_patch_r2,0.8217673897743225,0.8215926885604858,0.1795017123222351,0.17776550352573395,181.9523844718933
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,3000,masked_patch_r2,0.843578577041626,0.8424338102340698,0.15772421658039093,0.1566767543554306,272.5166118144989
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,4000,masked_patch_r2,0.8541828393936157,0.8505019545555115,0.14678260684013367,0.14850446581840515,363.1873803138733
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,5000,masked_patch_r2,0.8559916615486145,0.8548951148986816,0.14501745998859406,0.1447073072195053,454.0858643054962
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,6000,masked_patch_r2,0.854476809501648,0.8562601804733276,0.14574602246284485,0.14296695590019226,544.7974989414215
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,7000,masked_patch_r2,0.8610292077064514,0.8586447834968567,0.13997173309326172,0.14107325673103333,635.6620495319366
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,8000,masked_patch_r2,0.8600306510925293,0.8583738803863525,0.14027976989746094,0.14124353229999542,726.5151472091675
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,9000,masked_patch_r2,0.8599140644073486,0.8596108555793762,0.1405772715806961,0.13974545896053314,817.2084758281708
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,460,9999,masked_patch_r2,0.8629674315452576,0.8613460659980774,0.1379735767841339,0.1384316384792328,907.9100029468536
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,0,masked_patch_r2,-0.6264822483062744,-0.629838228225708,1.633776068687439,1.6255266666412354,0.5159070491790771
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,1000,masked_patch_r2,0.7679405212402344,0.7665080428123474,0.23299147188663483,0.2324245274066925,90.84619641304016
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,2000,masked_patch_r2,0.8346633315086365,0.83638995885849,0.1662674844264984,0.16333402693271637,181.558043718338
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,3000,masked_patch_r2,0.8564900755882263,0.8550563454627991,0.1440085768699646,0.14417123794555664,272.41836285591125
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,4000,masked_patch_r2,0.8658585548400879,0.862493634223938,0.1350230872631073,0.13740263879299164,363.1936867237091
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,5000,masked_patch_r2,0.864512026309967,0.8655743598937988,0.13562017679214478,0.13379840552806854,454.0718231201172
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,6000,masked_patch_r2,0.8693326711654663,0.8660566806793213,0.1315174251794815,0.1335526704788208,544.7416405677795
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,7000,masked_patch_r2,0.8701366186141968,0.8680797219276428,0.1304311752319336,0.13145123422145844,635.473126411438
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,8000,masked_patch_r2,0.8699895143508911,0.8679342865943909,0.13087032735347748,0.1315828412771225,726.2533957958221
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,9000,masked_patch_r2,0.8725779056549072,0.8696061968803406,0.128225177526474,0.13013261556625366,816.8436062335968
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,560,9999,masked_patch_r2,0.8723520636558533,0.8699119687080383,0.12861312925815582,0.1298035830259323,907.5617744922638
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,0,masked_patch_r2,-0.5869565010070801,-0.5877606868743896,1.5910465717315674,1.582930564880371,0.5175139904022217
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,1000,masked_patch_r2,0.7417351007461548,0.7421243786811829,0.25999754667282104,0.25701889395713806,90.98109364509583
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,2000,masked_patch_r2,0.8346845507621765,0.8343140482902527,0.1656252145767212,0.16516709327697754,181.60406923294067
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,3000,masked_patch_r2,0.8557407855987549,0.8546869158744812,0.14468184113502502,0.14484405517578125,272.54805612564087
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,4000,masked_patch_r2,0.8648362159729004,0.8629169464111328,0.13611923158168793,0.13689640164375305,363.5120873451233
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,5000,masked_patch_r2,0.866951584815979,0.8651343584060669,0.1336236298084259,0.13433025777339935,454.3253700733185
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,6000,masked_patch_r2,0.867975115776062,0.8650838732719421,0.13267330825328827,0.13458190858364105,545.2647607326508
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,7000,masked_patch_r2,0.8686556816101074,0.867699921131134,0.13207486271858215,0.13176560401916504,636.1255879402161
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,8000,masked_patch_r2,0.8698647618293762,0.8664184808731079,0.13026948273181915,0.1331755667924881,727.1541411876678
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,9000,masked_patch_r2,0.8691695928573608,0.8684357404708862,0.1313047856092453,0.1310461312532425,818.2394008636475
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,660,9999,masked_patch_r2,0.8696469664573669,0.8686479330062866,0.13041171431541443,0.13097113370895386,909.1664905548096
