basis,layer,head,teacher_init_mse,teacher_init_r2,num_features
v12_freqsrc_random_J0_atoms108,5,4,0.00026085605430378197,0.8940453947438164,107
v12_freqsrc_random_J0_atoms108,5,5,0.0018228283123321986,0.9504776655563552,107
v12_freqsrc_random_J0_atoms108,5,6,0.0008632608626628184,0.6495428274514452,107
v12_freqsrc_random_J0_atoms108,5,7,0.0005103537084331591,0.7470772173193397,107
v12_freqsrc_table_shuffled_J0_atoms108,0,0,0.0001279705742771549,0.8727901421135899,107
v12_freqsrc_table_shuffled_J0_atoms108,0,1,0.00012135202250737293,0.8865733922005167,107
v12_freqsrc_table_shuffled_J0_atoms108,0,2,0.00014971646372520568,0.8632905259075322,107
v12_freqsrc_table_shuffled_J0_atoms108,0,3,0.00020908098209030355,0.7838190794489239,107
v12_freqsrc_table_shuffled_J0_atoms108,0,4,0.00011160434806458416,0.8939615374503802,107
v12_freqsrc_table_shuffled_J0_atoms108,0,5,0.0001326361513953543,0.8737659795570965,107
v12_freqsrc_table_shuffled_J0_atoms108,0,6,0.000172352149883775,0.8495451143339532,107
v12_freqsrc_table_shuffled_J0_atoms108,0,7,0.0001106654862181005,0.9052896254165159,107
v12_freqsrc_table_shuffled_J0_atoms108,1,0,0.0001210577583108523,0.7917897779072063,107
v12_freqsrc_table_shuffled_J0_atoms108,1,1,0.0003288633494520837,0.6365682358860771,107
v12_freqsrc_table_shuffled_J0_atoms108,1,2,0.0002852587360311588,0.7376354365678357,107
v12_freqsrc_table_shuffled_J0_atoms108,1,3,0.0003192520119551995,0.6086495109445388,107
v12_freqsrc_table_shuffled_J0_atoms108,1,4,0.00029037869378899884,0.5121928341572246,107
v12_freqsrc_table_shuffled_J0_atoms108,1,5,0.0003037832219339922,0.5185725286546237,107
v12_freqsrc_table_shuffled_J0_atoms108,1,6,0.00026097492431072174,0.6970778029785829,107
v12_freqsrc_table_shuffled_J0_atoms108,1,7,0.00041082337288072336,0.5694178479915164,107
v12_freqsrc_table_shuffled_J0_atoms108,2,0,0.0002793529665232247,0.7291433823706055,107
v12_freqsrc_table_shuffled_J0_atoms108,2,1,0.0004532328125463136,0.6675213163345501,107
v12_freqsrc_table_shuffled_J0_atoms108,2,2,0.001574705301743902,0.7656073605496789,107
