dataset,task,basis,n,score_mean,score_std,score_best,best_score_mean,final_score_mean,train_score_mean,loss_mean,num_features,param_count,wall_sec_max
cifar10,reconstruction,v12_freqsrc_axis_J0_atoms108,3,0.8650932510693868,0.0025438818062274294,0.8683723211288452,0.8650932510693868,0.8648257652918497,0.8663961291313171,0.1342992732922236,107,7149898,906.520750284195
cifar10,reconstruction,v12_freqsrc_random_J0_atoms108,3,0.8473237355550131,0.001008805770618023,0.8487500548362732,0.8473237355550131,0.8473434249560038,0.8535336256027222,0.1522395759820938,107,7149898,911.7699348926544
cifar10,reconstruction,v12_freqsrc_table_shuffled_J0_atoms108,3,0.8666353225708008,0.0037755019871887154,0.8699119687080383,0.8666353225708008,0.8671250144640604,0.8683221538861593,0.13306878507137299,107,7149898,909.6314783096313
