dataset,task,basis,seed,mode,score,loss,delta_from_normal
cifar10,classification,toric_PJ_R2,477,normal,0.5719999670982361,3.3830628395080566,0.0
cifar10,classification,toric_PJ_R2,477,zero_bias,0.5697999596595764,3.3845810890197754,0.002200007438659668
cifar10,classification,toric_PJ_R2,477,shuffle_bias,0.5708000063896179,3.3825767040252686,0.001199960708618164
cifar10,classification,toric_PJ_R2,477,axis_only_bias,0.5715999603271484,3.3838226795196533,0.0004000067710876465
cifar10,classification,toric_PJ_R2,477,obl_residual_only_bias,0.5712000131607056,3.3844192028045654,0.0007999539375305176
cifar10,classification,toric_PJ_R2,477,axis_plus_obl_residual,0.5722000002861023,3.38203501701355,-0.00020003318786621094
cifar10,classification,toric_PJ_R2,477,axis_plus_shuffled_residual,0.5701999664306641,3.3851406574249268,0.0018000006675720215
cifar10,classification,toric_PJ_R2,477,topk_spectrum_only_bias,0.5712000131607056,3.383737325668335,0.0007999539375305176
