dataset,task,basis,seed,layer,head,rank,omega_x,omega_y,power,mass,phase
cifar10,reconstruction,pruned_toric_PJ,460,0,0,1,-0.8377581238746643,0.0,2.7626566886901855,0.08283066004514694,0.4138944745063782
cifar10,reconstruction,pruned_toric_PJ,460,0,0,2,0.8377581238746643,0.0,2.7626566886901855,0.08283066004514694,-0.4138944745063782
cifar10,reconstruction,pruned_toric_PJ,460,0,0,3,0.41887906193733215,0.0,2.490217685699463,0.07466232776641846,-2.703396797180176
cifar10,reconstruction,pruned_toric_PJ,460,0,0,4,-0.41887906193733215,0.0,2.490217685699463,0.07466232776641846,2.703396797180176
cifar10,reconstruction,pruned_toric_PJ,460,0,0,5,0.8377581238746643,-0.8377581238746643,2.2991998195648193,0.06893517822027206,-0.42129233479499817
cifar10,reconstruction,pruned_toric_PJ,460,0,0,6,-0.8377581238746643,0.8377581238746643,2.2991998195648193,0.06893517822027206,0.42129233479499817
cifar10,reconstruction,pruned_toric_PJ,460,0,0,7,-0.41887906193733215,-0.8377581238746643,1.6773852109909058,0.05029178038239479,2.5295937061309814
cifar10,reconstruction,pruned_toric_PJ,460,0,0,8,0.41887906193733215,0.8377581238746643,1.6773852109909058,0.05029178038239479,-2.5295937061309814
cifar10,reconstruction,pruned_toric_PJ,460,0,1,1,0.41887906193733215,0.0,5.779329776763916,0.12233830988407135,-2.9365837574005127
cifar10,reconstruction,pruned_toric_PJ,460,0,1,2,-0.41887906193733215,0.0,5.779329776763916,0.12233830988407135,2.9365837574005127
cifar10,reconstruction,pruned_toric_PJ,460,0,1,3,0.8377581238746643,0.0,3.168717861175537,0.06707622110843658,1.4716252088546753
cifar10,reconstruction,pruned_toric_PJ,460,0,1,4,-0.8377581238746643,0.0,3.168717861175537,0.06707622110843658,-1.4716252088546753
cifar10,reconstruction,pruned_toric_PJ,460,0,1,5,0.8377581238746643,-0.8377581238746643,2.176447629928589,0.04607159271836281,0.405737042427063
cifar10,reconstruction,pruned_toric_PJ,460,0,1,6,-0.8377581238746643,0.8377581238746643,2.176447629928589,0.04607159271836281,-0.405737042427063
cifar10,reconstruction,pruned_toric_PJ,460,0,1,7,-0.41887906193733215,-0.8377581238746643,1.472827672958374,0.031177189201116562,1.7704626321792603
cifar10,reconstruction,pruned_toric_PJ,460,0,1,8,0.41887906193733215,0.8377581238746643,1.472827672958374,0.031177189201116562,-1.7704626321792603
cifar10,reconstruction,pruned_toric_PJ,460,0,2,1,-0.41887906193733215,-0.8377581238746643,5.204862117767334,0.08098301291465759,2.6414942741394043
cifar10,reconstruction,pruned_toric_PJ,460,0,2,2,0.41887906193733215,0.8377581238746643,5.204862117767334,0.08098301291465759,-2.6414942741394043
cifar10,reconstruction,pruned_toric_PJ,460,0,2,3,-0.41887906193733215,0.0,4.911851406097412,0.07642403244972229,2.7508153915405273
cifar10,reconstruction,pruned_toric_PJ,460,0,2,4,0.41887906193733215,0.0,4.911851406097412,0.07642403244972229,-2.7508153915405273
cifar10,reconstruction,pruned_toric_PJ,460,0,2,5,0.8377581238746643,0.0,2.849738359451294,0.044339388608932495,-0.4059339463710785
cifar10,reconstruction,pruned_toric_PJ,460,0,2,6,-0.8377581238746643,0.0,2.849738359451294,0.044339388608932495,0.4059339463710785
cifar10,reconstruction,pruned_toric_PJ,460,0,2,7,0.41887906193733215,0.41887906193733215,2.543588876724243,0.0395759753882885,-2.55656099319458
cifar10,reconstruction,pruned_toric_PJ,460,0,2,8,-0.41887906193733215,-0.41887906193733215,2.543588876724243,0.0395759753882885,2.55656099319458
cifar10,reconstruction,pruned_toric_PJ,460,0,3,1,0.41887906193733215,0.0,2.451777696609497,0.09733018279075623,3.0421745777130127
cifar10,reconstruction,pruned_toric_PJ,460,0,3,2,-0.41887906193733215,0.0,2.451777696609497,0.09733018279075623,-3.0421745777130127
cifar10,reconstruction,pruned_toric_PJ,460,0,3,3,-0.8377581238746643,0.8377581238746643,2.060603141784668,0.0818014144897461,0.41476553678512573
cifar10,reconstruction,pruned_toric_PJ,460,0,3,4,0.8377581238746643,-0.8377581238746643,2.060603141784668,0.0818014144897461,-0.41476553678512573
cifar10,reconstruction,pruned_toric_PJ,460,0,3,5,-0.8377581238746643,0.0,1.9668622016906738,0.07808011025190353,0.11869083344936371
cifar10,reconstruction,pruned_toric_PJ,460,0,3,6,0.8377581238746643,0.0,1.9668622016906738,0.07808011025190353,-0.11869083344936371
cifar10,reconstruction,pruned_toric_PJ,460,0,3,7,0.41887906193733215,0.8377581238746643,1.3757684230804443,0.05461498349905014,3.0266101360321045
cifar10,reconstruction,pruned_toric_PJ,460,0,3,8,-0.41887906193733215,-0.8377581238746643,1.3757684230804443,0.05461498349905014,-3.0266101360321045
cifar10,reconstruction,pruned_toric_PJ,460,0,4,1,0.41887906193733215,0.0,2.6431734561920166,0.11235169321298599,-2.585799217224121
cifar10,reconstruction,pruned_toric_PJ,460,0,4,2,-0.41887906193733215,0.0,2.6431734561920166,0.11235169321298599,2.585799217224121
cifar10,reconstruction,pruned_toric_PJ,460,0,4,3,0.8377581238746643,-0.8377581238746643,2.251847267150879,0.09571783989667892,0.4241270422935486
cifar10,reconstruction,pruned_toric_PJ,460,0,4,4,-0.8377581238746643,0.8377581238746643,2.251847267150879,0.09571783989667892,-0.4241270422935486
cifar10,reconstruction,pruned_toric_PJ,460,0,4,5,0.8377581238746643,0.0,1.0906455516815186,0.04635937884449959,0.26286783814430237
cifar10,reconstruction,pruned_toric_PJ,460,0,4,6,-0.8377581238746643,0.0,1.0906455516815186,0.04635937884449959,-0.26286783814430237
cifar10,reconstruction,pruned_toric_PJ,460,0,4,7,0.0,-0.8377581238746643,0.7977343201637268,0.03390878438949585,0.09625096619129181
cifar10,reconstruction,pruned_toric_PJ,460,0,4,8,0.0,0.8377581238746643,0.7977343201637268,0.03390878438949585,-0.09625096619129181
cifar10,reconstruction,pruned_toric_PJ,460,0,5,1,0.8377581238746643,0.0,2.5313704013824463,0.08373147249221802,1.3664110898971558
cifar10,reconstruction,pruned_toric_PJ,460,0,5,2,-0.8377581238746643,0.0,2.5313704013824463,0.08373147249221802,-1.3664110898971558
