dataset,task,basis,n,score_mean,score_std,score_best,best_score_mean,final_score_mean,train_score_mean,loss_mean,num_features,param_count,wall_sec_max
cifar10,reconstruction,v12_matched_axis_residual_toric_full_J1_atoms108,3,0.8610411683718363,0.0015627654023420605,0.8629904985427856,0.8610411683718363,0.8608845273653666,0.8616434534390768,0.138336052497228,107,7149898,905.3810999393463
cifar10,reconstruction,v12_matched_axis_residual_toric_full_J2_atoms108,3,0.8575042287508646,0.0005816239528073862,0.8583163022994995,0.8575042287508646,0.8577672044436137,0.858699639638265,0.14208771785100302,101,7149610,906.7073488235474
