basis,layer,head,teacher_init_mse,teacher_init_r2,num_features
v12_matched_axis_residual_toric_full_J0_atoms108,1,5,0.00023394445684859585,0.6292511232883055,107
v12_matched_axis_residual_toric_full_J0_atoms108,1,6,0.0002480445518892211,0.712086512465026,107
v12_matched_axis_residual_toric_full_J0_atoms108,1,7,0.0003729147415227152,0.609149716106446,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,0,0.0002632199188220434,0.7447857533351263,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,1,0.0004375225852562154,0.6790458916629596,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,2,0.0013421641597807824,0.8002207780476482,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,3,0.0001499033931918891,0.9087082568154835,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,4,0.0004379065291437809,0.633011244444698,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,5,9.582406960278084e-05,0.815390542331733,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,6,0.00026775918418487575,0.7861372184163453,107
v12_matched_axis_residual_toric_full_J0_atoms108,2,7,4.2896295649634823e-05,0.9289223596464775,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,0,0.0003099751722938544,0.8468169982361611,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,1,0.0004850935730616351,0.766732199781449,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,2,0.0005229097457871066,0.8443808524039155,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,3,0.00014442125680136556,0.834539003725042,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,4,0.00038515733952993326,0.8258773969708977,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,5,9.658326492816858e-05,0.9284326502200965,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,6,0.00012697752674384495,0.8508824823199959,107
v12_matched_axis_residual_toric_full_J0_atoms108,3,7,0.0006839466836608961,0.7886335665139513,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,0,0.0001936662667982081,0.9326512568417316,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,1,0.0008492669760824399,0.918475143230429,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,2,0.0006871009184649064,0.8195165699685474,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,3,0.00012702437984009503,0.9294423204572793,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,4,0.00018901765105277407,0.8960641082874043,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,5,0.0005236571409131054,0.9151286927273322,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,6,0.0001837093871239055,0.941418195097351,107
v12_matched_axis_residual_toric_full_J0_atoms108,4,7,0.000577783106269657,0.8621220177711212,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,0,0.0005728371194208156,0.8239185404275091,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,1,0.0001076052672298678,0.9649409474524621,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,2,0.000140657864007698,0.9688449402449386,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,3,0.0002788301911138268,0.9561720479421462,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,4,0.00010946444529448925,0.9555376925342209,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,5,0.0016467602059511547,0.95526105825992,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,6,0.00041782043690804024,0.8303778437260313,107
v12_matched_axis_residual_toric_full_J0_atoms108,5,7,0.00025479122558063613,0.8737297197774544,107
v12_freqsrc_fixed_J0_atoms108,0,0,0.00010121630249901076,0.8993853741032589,107
v12_freqsrc_fixed_J0_atoms108,0,1,8.777780261391959e-05,0.9179549035535473,107
v12_freqsrc_fixed_J0_atoms108,0,2,0.00012648576366061496,0.8845030012065689,107
v12_freqsrc_fixed_J0_atoms108,0,3,0.00016152162135080292,0.8329934533336101,107
v12_freqsrc_fixed_J0_atoms108,0,4,9.635356940714436e-05,0.9084517356331933,107
v12_freqsrc_fixed_J0_atoms108,0,5,0.00011113673934398659,0.8942276500130881,107
v12_freqsrc_fixed_J0_atoms108,0,6,0.00010344437632931941,0.9096981858136461,107
v12_freqsrc_fixed_J0_atoms108,0,7,0.00010119547640090685,0.9133943038284289,107
v12_freqsrc_fixed_J0_atoms108,1,0,8.553124217167501e-05,0.8528927085969299,107
v12_freqsrc_fixed_J0_atoms108,1,1,0.00037290275697173073,0.5878996335864788,107
v12_freqsrc_fixed_J0_atoms108,1,2,0.00023677195521103547,0.7822307862461472,107
v12_freqsrc_fixed_J0_atoms108,1,3,0.00021557977796542724,0.7357346285132358,107
v12_freqsrc_fixed_J0_atoms108,1,4,0.00023896199673840038,0.598567743204354,107
v12_freqsrc_fixed_J0_atoms108,1,5,0.00022247671126247471,0.6474248977463235,107
v12_freqsrc_fixed_J0_atoms108,1,6,0.0002646265602925974,0.6928392287275364,107
v12_freqsrc_fixed_J0_atoms108,1,7,0.00036715716886113336,0.6151842024346834,107
v12_freqsrc_fixed_J0_atoms108,2,0,0.0002635737930919738,0.7444426419337608,107
