dataset,task,basis,seed,mode,score,loss,delta_from_normal
cifar10,classification,toric_PJ_R2_coord_shuffle,711,normal,0.5685999989509583,3.277494192123413,0.0
cifar10,classification,toric_PJ_R2_coord_shuffle,711,zero_bias,0.5699999928474426,3.2785842418670654,-0.001399993896484375
cifar10,classification,toric_PJ_R2_coord_shuffle,711,shuffle_bias,0.5699999928474426,3.2780563831329346,-0.001399993896484375
cifar10,classification,toric_PJ_R2_coord_shuffle,711,axis_only_bias,0.5694000124931335,3.279510498046875,-0.000800013542175293
cifar10,classification,toric_PJ_R2_coord_shuffle,711,obl_residual_only_bias,0.5708000063896179,3.279205322265625,-0.002200007438659668
cifar10,classification,toric_PJ_R2_coord_shuffle,711,axis_plus_obl_residual,0.5709999799728394,3.2786805629730225,-0.0023999810218811035
cifar10,classification,toric_PJ_R2_coord_shuffle,711,axis_plus_shuffled_residual,0.5708000063896179,3.27951979637146,-0.002200007438659668
cifar10,classification,toric_PJ_R2_coord_shuffle,711,topk_spectrum_only_bias,0.5691999793052673,3.27868914604187,-0.000599980354309082
