dataset,task,basis,seed,layer,head,gauge,boundary,bias_mean,bias_std,bias_norm,E_xx,E_yy,E_xy,E_lap,mixed_ratio,E_axial,E_obl,obl_ratio,dc_mass_ratio,spectral_entropy,topk_spectral_mass,topk_dct_mass,diagonal_atom_ratio,low_radial_mass,mid_radial_mass,high_radial_mass,even_spectral_mass,odd_spectral_mass,complex_pair_consistency
cifar10,reconstruction,dct_top33,526,0,0,raw,interior_only,-0.02609802968800068,0.08714254200458527,1.3644996881484985,1.305025577545166,0.8762849569320679,0.09269838780164719,2.119016647338867,0.040764302015304565,1.2749234437942505,0.5869357585906982,0.3152417540550232,1.4786136676027108e-16,0.6588220000267029,0.3603399991989136,0.4212944507598877,0.34351658821105957,0.7094541192054749,0.27231475710868835,0.01823117583990097,0.7591962218284607,0.24080370366573334,-0.03946566581726074
cifar10,reconstruction,dct_top33,526,0,0,raw,reflect_padding,-0.02609802968800068,0.08714254200458527,1.3644996881484985,1.5832163095474243,1.1361159086227417,0.09269838035106659,3.319582223892212,0.03296492621302605,1.2749234437942505,0.5869357585906982,0.3152417540550232,1.4786136676027108e-16,0.6588220000267029,0.3603399991989136,0.4212944507598877,0.34351658821105957,0.7094541192054749,0.27231475710868835,0.01823117583990097,0.7591962218284607,0.24080370366573334,-0.03946566581726074
cifar10,reconstruction,dct_top33,526,0,0,centered,interior_only,0.0,0.08714254200458527,1.307138204574585,1.3050256967544556,0.8762849569320679,0.09269838035106659,2.1190168857574463,0.04076429829001427,1.1216742992401123,0.5869358777999878,0.3435165584087372,1.4786136676027108e-16,0.6588220000267029,0.3603399991989136,0.4212944507598877,0.34351658821105957,0.7094541192054749,0.27231475710868835,0.01823117583990097,0.7591962218284607,0.24080370366573334,-0.03946566581726074
cifar10,reconstruction,dct_top33,526,0,0,centered,reflect_padding,0.0,0.08714254200458527,1.307138204574585,1.5832164287567139,1.1361160278320312,0.09269839525222778,3.319582462310791,0.032964929938316345,1.1216742992401123,0.5869358777999878,0.3435165584087372,1.4786136676027108e-16,0.6588220000267029,0.3603399991989136,0.4212944507598877,0.34351658821105957,0.7094541192054749,0.27231475710868835,0.01823117583990097,0.7591962218284607,0.24080370366573334,-0.03946566581726074
cifar10,reconstruction,dct_top33,526,0,0,normalized,interior_only,5.298190774993827e-10,0.06666666269302368,0.9999998807907104,0.7637936472892761,0.5128641724586487,0.054253675043582916,1.2401989698410034,0.04076429829001427,0.6564833521842957,0.3435165286064148,0.3435165584087372,1.5789840609149157e-17,0.6588220000267029,0.36034002900123596,0.4212943911552429,0.3435165584087372,0.7094541788101196,0.27231475710868835,0.01823117397725582,0.759196400642395,0.24080373346805573,-0.03946554660797119
cifar10,reconstruction,dct_top33,526,0,0,normalized,reflect_padding,5.298190774993827e-10,0.06666666269302368,0.9999998807907104,0.9266106486320496,0.6649356484413147,0.054253678768873215,1.9428552389144897,0.032964929938316345,0.6564833521842957,0.3435165286064148,0.3435165584087372,1.5789840609149157e-17,0.6588220000267029,0.36034002900123596,0.4212943911552429,0.3435165584087372,0.7094541788101196,0.27231475710868835,0.01823117397725582,0.759196400642395,0.24080373346805573,-0.03946554660797119
cifar10,reconstruction,dct_top33,526,0,1,raw,interior_only,-0.028667306527495384,0.06886639446020126,1.1189230680465698,0.5651170015335083,0.5828070044517517,0.057139985263347626,1.113198161125183,0.0474165603518486,0.8719485998153687,0.38004013895988464,0.3035491704940796,3.699308135734586e-16,0.6444197297096252,0.382686585187912,0.5086007118225098,0.35614943504333496,0.7669487595558167,0.2121930718421936,0.020858144387602806,0.8236123919487,0.17638756334781647,-0.09430265426635742
cifar10,reconstruction,dct_top33,526,0,1,raw,reflect_padding,-0.028667306527495384,0.06886639446020126,1.1189230680465698,0.7030912637710571,0.8134289979934692,0.057139985263347626,1.8508405685424805,0.036310240626335144,0.8719485998153687,0.38004013895988464,0.3035491704940796,3.699308135734586e-16,0.6444197297096252,0.382686585187912,0.5086007118225098,0.35614943504333496,0.7669487595558167,0.2121930718421936,0.020858144387602806,0.8236123919487,0.17638756334781647,-0.09430265426635742
cifar10,reconstruction,dct_top33,526,0,1,centered,interior_only,7.947286162490741e-10,0.06886639446020126,1.0329959392547607,0.5651168823242188,0.5828070044517517,0.057139988988637924,1.1131980419158936,0.0474165603518486,0.687040388584137,0.38004010915756226,0.35614943504333496,2.9964394020095793e-16,0.6444196701049805,0.3826865553855896,0.5086007118225098,0.35614943504333496,0.7669487595558167,0.2121930569410324,0.020858144387602806,0.8236123919487,0.17638756334781647,-0.09430265426635742
cifar10,reconstruction,dct_top33,526,0,1,centered,reflect_padding,7.947286162490741e-10,0.06886639446020126,1.0329959392547607,0.7030912041664124,0.8134289383888245,0.057139985263347626,1.8508403301239014,0.03631024435162544,0.687040388584137,0.38004010915756226,0.35614943504333496,2.9964394020095793e-16,0.6444196701049805,0.3826865553855896,0.5086007118225098,0.35614943504333496,0.7669487595558167,0.2121930569410324,0.020858144387602806,0.8236123919487,0.17638756334781647,-0.09430265426635742
