fit_target,order,phase_chart,jet_chart,chart_scale,n,visible_table_r2_mean,visible_table_r2_std,visible_table_r2_min,visible_table_r2_max,visible_target_r2_mean,visible_target_r2_std,visible_target_r2_min,visible_target_r2_max,full_table_r2_mean,full_table_r2_std,full_table_r2_min,full_table_r2_max,full_visible_gap_mean,full_visible_gap_std,full_visible_gap_min,full_visible_gap_max,heldout_rms_mean,heldout_rms_std,heldout_rms_min,heldout_rms_max,extended_outer_pred_rms_mean,extended_outer_pred_rms_std,extended_outer_pred_rms_min,extended_outer_pred_rms_max,extended_outer_max_abs_mean,extended_outer_max_abs_std,extended_outer_max_abs_min,extended_outer_max_abs_max,condition_number_mean,condition_number_std,condition_number_min,condition_number_max,effective_rank_mean,effective_rank_std,effective_rank_min,effective_rank_max,coeff_norm_mean,coeff_norm_std,coeff_norm_min,coeff_norm_max,phase_grad_mean_full_mean,phase_grad_mean_full_std,phase_grad_mean_full_min,phase_grad_mean_full_max,phase_grad_mean_ext_mean,phase_grad_mean_ext_std,phase_grad_mean_ext_min,phase_grad_mean_ext_max,num_features_mean,num_features_std,num_features_min,num_features_max
axis_plus_residual,1,raw,bounded,4.0,48,0.9331500425071617,0.03988752925873438,0.8029146514159347,0.9907492631389427,0.8055108355070004,0.05319204084594153,0.6479655596264556,0.9028057881231841,-384.65328186590733,1663.4720997247266,-11474.666759497095,0.7594801439421208,-385.58643190841457,1663.4623722795504,-11475.544984677479,-0.1809985047915167,0.3834085701160715,0.6716103778881067,0.019657346717950053,4.32389455649647,0.5018473303342675,0.8226157589390056,0.021034903769686183,5.235771458805804,1.6712653867739,2.7521118712152366,0.06568532503146247,17.126089113468254,2472718345791.878,97817443940.19789,2253114018588.056,2672029179049.876,42.209867193711766,2.971174264308217,35.64201346175972,47.804606153587244,1.504820967237433,2.3710918296846475,0.06670006246661336,15.070256596487013,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,103.0,0.0,103.0,103.0
axis_plus_residual,1,raw,bounded,8.0,48,0.9324004481199978,0.040694184047741964,0.7988499047359812,0.9906776339331032,0.8038602928092574,0.053293648205249934,0.6483759522856993,0.9020532054572289,-666.7211732490142,2854.314928850194,-19630.179689736473,0.7326401163039226,-667.6535736971342,2854.305023690073,-19631.056280374793,-0.20790792088387322,0.4953761035715556,0.8880099371239649,0.02080143627406596,5.655356221748437,0.7321505781206289,1.229021484557161,0.026096988710829,7.7389207506515705,2.4768426473296876,4.2031708801041505,0.08668873418550727,25.98111981389464,2486656647026.8794,96237291032.37527,2266340681107.8843,2699394454386.487,41.99500999847561,2.9822594462943917,35.40688369438281,47.632603059040605,1.8168608075285313,2.92274495017519,0.06831910723083919,18.343702513520196,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,103.0,0.0,103.0,103.0
axis_plus_residual,1,raw,raw,16.0,48,0.9321046799907169,0.04101537737369884,0.7971487531600469,0.9906402467250963,0.8031923876001322,0.0533403511668619,0.6485066171451769,0.9016603913202497,-853.2628254086171,3628.425459544572,-24918.804188669958,0.7131167715983033,-854.1949300886077,3628.415459377695,-24919.680076380766,-0.22745335816938572,0.5579110889392455,1.005206301827607,0.021595287224325146,6.371757976019988,0.9562985558490583,1.6277726832326382,0.03267026348018452,10.220552170821072,3.3918359355165673,5.858199801965451,0.11766245864779572,36.2322429555812,2493416834581.319,95805034137.3717,2272598942015.3857,2712407408039.7456,41.89604610153239,2.98648889534959,35.30135868676213,47.55099746678657,1.951391256585631,3.149112221599996,0.0691447770697771,19.656531447298264,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,103.0,0.0,103.0,103.0
axis_plus_residual,1,raw,raw,2.0,48,0.9321046799907169,0.04101537737369884,0.7971487531600469,0.9906402467250963,0.8031923876001322,0.0533403511668619,0.6485066171451769,0.9016603913202497,-853.2628254086171,3628.425459544572,-24918.804188669958,0.7131167715983033,-854.1949300886077,3628.415459377695,-24919.680076380766,-0.22745335816938572,0.5579110889392455,1.005206301827607,0.021595287224325146,6.371757976019988,0.9562985558490583,1.6277726832326382,0.03267026348018452,10.220552170821072,3.3918359355165673,5.858199801965451,0.11766245864779572,36.2322429555812,2493416834581.319,95805034137.3717,2272598942015.3857,2712407408039.7456,41.89604610153239,2.98648889534959,35.30135868676213,47.55099746678657,1.951391256585631,3.149112221599996,0.0691447770697771,19.656531447298264,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,103.0,0.0,103.0,103.0
axis_plus_residual,1,raw,raw,4.0,48,0.9321046799907169,0.04101537737369884,0.7971487531600469,0.9906402467250963,0.8031923876001322,0.0533403511668619,0.6485066171451769,0.9016603913202497,-853.2628254086171,3628.425459544572,-24918.804188669958,0.7131167715983033,-854.1949300886077,3628.415459377695,-24919.680076380766,-0.22745335816938572,0.5579110889392455,1.005206301827607,0.021595287224325146,6.371757976019988,0.9562985558490583,1.6277726832326382,0.03267026348018452,10.220552170821072,3.3918359355165673,5.858199801965451,0.11766245864779572,36.2322429555812,2493416834581.319,95805034137.3717,2272598942015.3857,2712407408039.7456,41.89604610153239,2.98648889534959,35.30135868676213,47.55099746678657,1.951391256585631,3.149112221599996,0.0691447770697771,19.656531447298264,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,103.0,0.0,103.0,103.0
axis_plus_residual,1,raw,raw,8.0,48,0.9321046799907169,0.04101537737369884,0.7971487531600469,0.9906402467250963,0.8031923876001322,0.0533403511668619,0.6485066171451769,0.9016603913202497,-853.2628254086171,3628.425459544572,-24918.804188669958,0.7131167715983033,-854.1949300886077,3628.415459377695,-24919.680076380766,-0.22745335816938572,0.5579110889392455,1.005206301827607,0.021595287224325146,6.371757976019988,0.9562985558490583,1.6277726832326382,0.03267026348018452,10.220552170821072,3.3918359355165673,5.858199801965451,0.11766245864779572,36.2322429555812,2493416834581.319,95805034137.3717,2272598942015.3857,2712407408039.7456,41.89604610153239,2.98648889534959,35.30135868676213,47.55099746678657,1.951391256585631,3.149112221599996,0.0691447770697771,19.656531447298264,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,103.0,0.0,103.0,103.0
axis_plus_residual,2,asinh,bounded,16.0,48,0.8930892413378299,0.07745640619027855,0.6389389173318515,0.9797369057159496,0.7033849621335803,0.08299757229271781,0.4933805416272561,0.9008761909577137,-5731.65297206899,13555.043442599272,-63728.801670837885,0.33881077852064745,-5732.546061310328,13555.013420388243,-63729.67847481713,-0.6037174387038149,2.0211475837214916,2.663319672227738,0.04364849644501562,13.826052017591989,36.143692571700775,86.58144461975594,0.15983547637575524,531.3794994761698,99.30933560019515,257.7810183631693,0.6967482353222256,1656.590507455343,3062654941807.156,201024700520.72018,2562086594731.4375,3419379959341.113,33.30157301447183,4.428427005553083,24.094130192689654,41.659587404535245,37.564079524876405,87.52844630968318,0.14184104357075458,541.7803231333156,0.9667082177043299,0.0,0.9667082177043299,0.9667082177043299,0.8759811678340105,0.0,0.8759811678340105,0.8759811678340105,97.0,0.0,97.0,97.0
axis_plus_residual,2,asinh,bounded,2.0,48,0.9106112909181392,0.07222687047592824,0.6465835426541279,0.9849198142274911,0.7552823962022911,0.09021887763240664,0.49487464064977815,0.899615295827991,-214.43719110967427,554.7433498200527,-3589.1667083455222,0.5744583863429054,-215.34780240059243,554.7007821370016,-3589.842041060676,-0.37786184615329266,0.47634046787615786,0.5214164845856553,0.036225946968350096,2.1109552940187437,4.968202414964494,6.340965884883993,0.07184908828230455,28.612517696677585,13.724714059011447,15.801673549545358,0.22113987841546875,71.37914981568981,3475905664002.455,238385527940.2471,2947574732904.854,3772456603284.371,28.616155285780945,5.509699483452199,19.284134552450364,39.563205832550786,51.27277761809074,61.29080928455079,0.21366615608009326,241.21562258474762,0.5421049778906628,0.0,0.5421049778906628,0.5421049778906628,0.34026248320302793,5.551115123125783e-17,0.340262483203028,0.340262483203028,97.0,0.0,97.0,97.0
axis_plus_residual,2,asinh,bounded,4.0,48,0.8981382937755459,0.07692690655131737,0.6446027464406923,0.9813703249570217,0.7200681131359864,0.09088997068041117,0.4920435602676555,0.8994768574874682,-469.6893265728426,1098.9109450109645,-6354.9862918985045,0.11958384648073994,-470.5874648666181,1098.871766972682,-6355.630894644945,-0.8271547494851783,0.7680203998516889,0.7925349034194255,0.037644827257597505,3.5097327256174715,7.351949954552076,10.577122286414674,0.09954129633408375,50.36091837450916,23.873273592162906,36.9062523754872,0.2972059246370542,202.47207535742365,3201971369851.685,246777793404.4056,2715444283934.0576,3617628791119.0073,32.04503102401629,5.2564533763983485,21.71582439369616,42.22929137226649,36.186782995027706,66.26334848331088,0.16476716942469916,370.80125895400374,0.7396280872624378,1.1102230246251565e-16,0.7396280872624377,0.7396280872624377,0.5150866347764183,0.0,0.5150866347764183,0.5150866347764183,97.0,0.0,97.0,97.0
axis_plus_residual,2,asinh,bounded,8.0,48,0.8942307875072407,0.07743077420467166,0.6424968991557312,0.9802441101232666,0.7074849291454824,0.08455675960931172,0.4928965824699838,0.9006805405936178,-2618.2543155060325,6404.741139855538,-30689.49242885023,0.28294870154005336,-2619.1485462935398,6404.704036615879,-30690.13762842294,-0.6595557197517693,1.4209279713592433,1.7094881926800647,0.045500164092903986,7.906563687882476,23.48974034001412,51.579622407905056,0.14951970036859694,307.5118247381394,65.11458090615265,132.56508532205294,0.4826064335947669,723.720396976918,3090597869841.7515,189125602603.24448,2725055641769.525,3461907399779.5225,33.143063870178345,4.669612626403936,23.450558666767694,41.47150034221135,36.3866605412504,82.413325282078,0.14923326139879436,505.66154172952923,0.8925002325519903,0.0,0.8925002325519903,0.8925002325519903,0.7133834848743236,0.0,0.7133834848743236,0.7133834848743236,97.0,0.0,97.0,97.0
axis_plus_residual,2,asinh,raw,16.0,48,0.8926874271190094,0.07761136721378928,0.6384172438022864,0.9796800155897685,0.702299320754133,0.0830353378996347,0.493277259034558,0.9003793782397922,-5854.9402337101565,13607.443827334186,-56317.114477487776,0.2956195947414616,-5855.832921137276,13607.410793214185,-56317.75994340499,-0.6468280462955402,2.0601196919323055,2.623447563251664,0.045086242683757945,12.946401950266065,42.905591922109146,100.6527544356484,0.1912911232845282,617.2444307673893,121.83169289695014,307.4935949129553,0.8659391105183896,1968.4723430955203,3064420079393.1294,200525264561.0946,2563292756371.5977,3419482416391.6978,33.28216726463686,4.43523321038691,24.063283402782428,41.652603514241,37.07585771705616,83.66701937898962,0.14207818031407182,515.040782053943,0.9667082177043299,0.0,0.9667082177043299,0.9667082177043299,0.8759811678340105,0.0,0.8759811678340105,0.8759811678340105,97.0,0.0,97.0,97.0
axis_plus_residual,2,asinh,raw,2.0,48,0.9064727015431083,0.07422283600533151,0.6479641650007741,0.9833167262147567,0.7439980030768303,0.0876381698476768,0.4968479142324913,0.8875547648498674,-1053.4538443805652,3014.125828656325,-19336.34676852138,-0.802779436435284,-1054.3603170821086,3014.1101795819036,-19337.264204159488,-1.7535255324966572,0.9888596115198935,1.200602810037209,0.05702031022279659,7.6159666826304395,39.33695052561015,67.70981221057657,0.2729162284804036,429.52685712562015,129.15867454566353,195.75783033160482,0.9376928537704061,1189.2079439600816,3485473194620.3813,226044584691.0988,2986080643400.689,3760573595972.8853,28.277953779238715,5.632835769629849,18.673171301034362,39.552419431126935,59.65921978570048,86.7888907720052,0.24092986300183378,489.4593993043639,0.5421049778906628,0.0,0.5421049778906628,0.5421049778906628,0.34026248320302793,5.551115123125783e-17,0.340262483203028,0.340262483203028,97.0,0.0,97.0,97.0
axis_plus_residual,2,asinh,raw,4.0,48,0.8935949062049025,0.07897501509095647,0.6368026158442819,0.9807542753416014,0.7076684405506789,0.09167811704480297,0.4808951157382755,0.8907003764762703,-518.6546229495765,896.1334003854824,-4239.434849044454,-0.5968374823669471,-519.5482178557813,896.10739895594,-4240.3772419218985,-1.5424573446859708,0.8916328024106311,1.065809246961345,0.05088472567505723,6.727711044866486,15.108487786587524,16.757996823829718,0.25191509078936536,77.62678990025074,55.75922191795173,62.649597527707435,0.8675127659338064,264.15630870401304,3210200184580.678,240880519170.1979,2726266101169.9,3612148205820.2285,31.8442727059514,5.340486252554343,21.350809625341544,42.211423283230246,43.635597557110295,57.80568103098855,0.16457916078326193,253.20271342311256,0.7396280872624378,1.1102230246251565e-16,0.7396280872624377,0.7396280872624377,0.5150866347764183,0.0,0.5150866347764183,0.5150866347764183,97.0,0.0,97.0,97.0
axis_plus_residual,2,asinh,raw,8.0,48,0.8927085878182507,0.07800597343138571,0.6404588988256247,0.9800405086402603,0.7033217787286622,0.08480970179321522,0.492369115176162,0.8984018751545285,-2877.572189477694,8041.69266525721,-45327.81644203351,0.12139429075680297,-2878.4648980655124,8041.653732474583,-45328.46127255799,-0.8207759178577182,1.4886178024439598,1.7031639326004675,0.050472132250626495,7.438501281525119,33.060821764356795,62.90397165882962,0.24110838570281873,349.67093626075865,100.40150465286247,179.28275328054394,0.8403301207529,939.8414592754547,3094939080622.9336,187560810118.6908,2730803235846.429,3462851972189.618,33.07346229022223,4.695751559347168,23.334426725710003,41.43446905035048,33.79482499685417,65.85976143788089,0.15035347390112744,380.79562976838,0.8925002325519903,0.0,0.8925002325519903,0.8925002325519903,0.7133834848743236,0.0,0.7133834848743236,0.7133834848743236,97.0,0.0,97.0,97.0
axis_plus_residual,2,raw,bounded,16.0,48,0.8930711290684684,0.07734180516866206,0.6381840213653711,0.9795840781250328,0.7029748629464455,0.08258983194356678,0.4936639230352807,0.9013733239798938,-7529.339336655764,19721.398333872075,-111457.60660424535,0.3618084314156663,-7530.232407784832,19721.376536127776,-111458.48788454934,-0.580922420063105,2.2286776615192,3.2627958062709492,0.04286486512223994,18.28453090911704,31.078551032908564,74.81325091072296,0.1606118318782193,456.9355251989773,85.37741424782,219.13872346398333,0.6368077470224847,1401.4467632948965,3055794096767.748,203209296685.24606,2531543095083.118,3400909886941.674,33.34265344954811,4.344845564833005,24.368516040670485,41.78268877357228,38.16970269872638,92.38504349709716,0.14057064769333644,575.8220733605061,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,97.0,0.0,97.0,97.0
axis_plus_residual,2,raw,bounded,2.0,48,0.901248550564227,0.07333334055211162,0.6473660015845837,0.9812963531221287,0.7240108819868625,0.08263747458539483,0.4959929808974043,0.8975508144469004,-815.7048807398442,2089.5887287675523,-9403.575598577838,0.7068014549279015,-816.6061292904084,2089.559302377011,-9404.222964579423,-0.23827651292641083,0.7979339646088756,1.0110345977140365,0.028632248909128362,5.2711198579497935,6.60854454494573,16.06410749650136,0.04916711588227657,100.6501342954975,19.227668686742735,49.711714447788175,0.18086737124347838,318.67830262795275,3010902816169.9136,212734470661.18866,2493131459925.102,3386656946169.6704,33.70234296648683,4.143335799762511,25.091983421500707,41.76855790768499,27.279868680024375,70.27780391454344,0.13885517064484693,446.27472897239494,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,97.0,0.0,97.0,97.0
