ridge,train_r2,train_mse,coeff_norm,condition_number,effective_rank,layer,head,fit_target,order,phase_chart,jet_chart,chart_scale,num_centers,num_features
0.01,0.6483138616265749,4.9901098859893215e-05,0.06559606141925978,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,4.0,17,103
1e-08,0.6485066171477702,4.987374858568723e-05,0.06914520386441267,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,8.0,17,103
1e-06,0.6485066171451769,4.98737485860552e-05,0.0691447770697771,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,8.0,17,103
0.0001,0.6485065912958162,4.98737522538469e-05,0.06910218901766456,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,8.0,17,103
0.01,0.6483138616265749,4.9901098859893215e-05,0.06559606141925978,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,8.0,17,103
1e-08,0.6485066171477702,4.987374858568723e-05,0.06914520386441267,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,16.0,17,103
1e-06,0.6485066171451769,4.98737485860552e-05,0.0691447770697771,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,16.0,17,103
0.0001,0.6485065912958162,4.98737522538469e-05,0.06910218901766456,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,16.0,17,103
0.01,0.6483138616265749,4.9901098859893215e-05,0.06559606141925978,2452342582777.502,40.94228603070919,0,1,axis_plus_residual,1,raw,raw,16.0,17,103
1e-08,0.6465396224320369,5.01528474384901e-05,0.06409927775580898,2337536465526.9717,41.468022893486626,0,1,axis_plus_residual,1,raw,bounded,2.0,17,103
1e-06,0.6465396224308537,5.015284743865798e-05,0.06409906771370494,2337536465526.9717,41.468022893486626,0,1,axis_plus_residual,1,raw,bounded,2.0,17,103
0.0001,0.646539610620811,5.0152849114396786e-05,0.06407808883980337,2337536465526.9717,41.468022893486626,0,1,axis_plus_residual,1,raw,bounded,2.0,17,103
0.01,0.6464400333905838,5.01669782274541e-05,0.06220574357575685,2337536465526.9717,41.468022893486626,0,1,axis_plus_residual,1,raw,bounded,2.0,17,103
1e-08,0.6479655596282581,4.99505197797267e-05,0.06670036998438976,2401576996381.0503,41.17052020130101,0,1,axis_plus_residual,1,raw,bounded,4.0,17,103
1e-06,0.6479655596264556,4.9950519779982464e-05,0.06670006246661336,2401576996381.0503,41.17052020130101,0,1,axis_plus_residual,1,raw,bounded,4.0,17,103
0.0001,0.647965541646421,4.995052233118762e-05,0.06666936172582709,2401576996381.0503,41.17052020130101,0,1,axis_plus_residual,1,raw,bounded,4.0,17,103
0.01,0.6478228335008638,4.997077133307463e-05,0.06403662259955016,2401576996381.0503,41.17052020130101,0,1,axis_plus_residual,1,raw,bounded,4.0,17,103
1e-08,0.6483759522880008,4.989228875367628e-05,0.06831949057231435,2435969151514.1284,41.01525766665305,0,1,axis_plus_residual,1,raw,bounded,8.0,17,103
1e-06,0.6483759522856993,4.9892288754002835e-05,0.06831910723083919,2435969151514.1284,41.01525766665305,0,1,axis_plus_residual,1,raw,bounded,8.0,17,103
0.0001,0.6483759293394216,4.9892292009873214e-05,0.06828084875562339,2435969151514.1284,41.01525766665305,0,1,axis_plus_residual,1,raw,bounded,8.0,17,103
0.01,0.6482011111959377,4.991709713156734e-05,0.06508668923790786,2435969151514.1284,41.01525766665305,0,1,axis_plus_residual,1,raw,bounded,8.0,17,103
1e-08,0.648474763091877,4.987826838962254e-05,0.06891763555436962,2447900915239.528,40.96203057686098,0,1,axis_plus_residual,1,raw,bounded,16.0,17,103
1e-06,0.6484747630893666,4.987826838997874e-05,0.06891722106446588,2447900915239.528,40.96203057686098,0,1,axis_plus_residual,1,raw,bounded,16.0,17,103
0.0001,0.6484747380660641,4.9878271940560225e-05,0.06887585891477409,2447900915239.528,40.96203057686098,0,1,axis_plus_residual,1,raw,bounded,16.0,17,103
0.01,0.6482870466028541,4.9904903670500234e-05,0.06545740741102343,2447900915239.528,40.96203057686098,0,1,axis_plus_residual,1,raw,bounded,16.0,17,103
1e-08,0.6254337133224103,5.3147586047974585e-05,5.918024063661308,3183455383128.2715,35.037056488404104,0,1,axis_plus_residual,1,asinh,raw,2.0,17,103
1e-06,0.6252237810375798,5.3177373550398366e-05,5.48246125820146,3183455383128.2715,35.037056488404104,0,1,axis_plus_residual,1,asinh,raw,2.0,17,103
0.0001,0.595443053121437,5.740299089982337e-05,0.7754700611067132,3183455383128.2715,35.037056488404104,0,1,axis_plus_residual,1,asinh,raw,2.0,17,103
0.01,0.5743866490741796,6.0390705186362466e-05,0.11403946355512132,3183455383128.2715,35.037056488404104,0,1,axis_plus_residual,1,asinh,raw,2.0,17,103
1e-08,0.6452564559163866,5.033491722221067e-05,0.17731644833602647,2831268815708.43,39.89560236446212,0,1,axis_plus_residual,1,asinh,raw,4.0,17,103
1e-06,0.6452564553851929,5.0334917297582256e-05,0.1772823517562295,2831268815708.43,39.89560236446212,0,1,axis_plus_residual,1,asinh,raw,4.0,17,103
0.0001,0.6452513693683035,5.0335638957619194e-05,0.17395131871703,2831268815708.43,39.89560236446212,0,1,axis_plus_residual,1,asinh,raw,4.0,17,103
0.01,0.6399185395383158,5.109231953018882e-05,0.07832082565457094,2831268815708.43,39.89560236446212,0,1,axis_plus_residual,1,asinh,raw,4.0,17,103
