dataset,task,basis,seed,layer,head,rank,omega_x,omega_y,power,mass,phase
cifar10,classification,toric_PJ_R2,677,0,0,1,-0.41887906193733215,-0.8377581238746643,17.37594223022461,0.10698731243610382,-0.9651721715927124
cifar10,classification,toric_PJ_R2,677,0,0,2,0.41887906193733215,0.8377581238746643,17.37594223022461,0.10698731243610382,0.9651721715927124
cifar10,classification,toric_PJ_R2,677,0,0,3,-0.41887906193733215,-0.41887906193733215,16.099653244018555,0.09912893176078796,-0.364543616771698
cifar10,classification,toric_PJ_R2,677,0,0,4,0.41887906193733215,0.41887906193733215,16.099653244018555,0.09912893176078796,0.364543616771698
cifar10,classification,toric_PJ_R2,677,0,0,5,-0.8377581238746643,-0.41887906193733215,14.698112487792969,0.09049935638904572,-0.7150956988334656
cifar10,classification,toric_PJ_R2,677,0,0,6,0.8377581238746643,0.41887906193733215,14.698112487792969,0.09049935638904572,0.7150956988334656
cifar10,classification,toric_PJ_R2,677,0,0,7,-0.41887906193733215,0.41887906193733215,9.677566528320312,0.05958680436015129,0.03510791063308716
cifar10,classification,toric_PJ_R2,677,0,0,8,0.41887906193733215,-0.41887906193733215,9.677566528320312,0.05958680436015129,-0.03510791063308716
cifar10,classification,toric_PJ_R2,677,0,1,1,-0.41887906193733215,-0.41887906193733215,17.78995132446289,0.1262151598930359,-0.9270234107971191
cifar10,classification,toric_PJ_R2,677,0,1,2,0.41887906193733215,0.41887906193733215,17.78995132446289,0.1262151598930359,0.9270234107971191
cifar10,classification,toric_PJ_R2,677,0,1,3,-0.8377581238746643,-0.41887906193733215,11.096848487854004,0.0787293016910553,-2.9533753395080566
cifar10,classification,toric_PJ_R2,677,0,1,4,0.8377581238746643,0.41887906193733215,11.096848487854004,0.0787293016910553,2.9533753395080566
cifar10,classification,toric_PJ_R2,677,0,1,5,-0.41887906193733215,-0.8377581238746643,6.752725124359131,0.04790886119008064,-0.80760258436203
cifar10,classification,toric_PJ_R2,677,0,1,6,0.41887906193733215,0.8377581238746643,6.752725124359131,0.04790886119008064,0.80760258436203
cifar10,classification,toric_PJ_R2,677,0,1,7,0.41887906193733215,-0.41887906193733215,6.471121788024902,0.04591095447540283,-0.10579375922679901
cifar10,classification,toric_PJ_R2,677,0,1,8,-0.41887906193733215,0.41887906193733215,6.471121788024902,0.04591095447540283,0.10579375922679901
cifar10,classification,toric_PJ_R2,677,0,2,1,-0.41887906193733215,-0.8377581238746643,13.442367553710938,0.10783577710390091,-1.0042186975479126
cifar10,classification,toric_PJ_R2,677,0,2,2,0.41887906193733215,0.8377581238746643,13.442367553710938,0.10783577710390091,1.0042186975479126
cifar10,classification,toric_PJ_R2,677,0,2,3,0.8377581238746643,0.0,9.710519790649414,0.07789859175682068,-0.10988182574510574
cifar10,classification,toric_PJ_R2,677,0,2,4,-0.8377581238746643,0.0,9.710519790649414,0.07789859175682068,0.10988182574510574
cifar10,classification,toric_PJ_R2,677,0,2,5,-0.8377581238746643,-0.41887906193733215,5.833240509033203,0.04679473489522934,0.0828389897942543
cifar10,classification,toric_PJ_R2,677,0,2,6,0.8377581238746643,0.41887906193733215,5.833240509033203,0.04679473489522934,-0.0828389897942543
cifar10,classification,toric_PJ_R2,677,0,2,7,0.41887906193733215,0.41887906193733215,5.159006595611572,0.04138597473502159,0.6657695770263672
cifar10,classification,toric_PJ_R2,677,0,2,8,-0.41887906193733215,-0.41887906193733215,5.159006595611572,0.04138597473502159,-0.6657695770263672
cifar10,classification,toric_PJ_R2,677,0,3,1,0.8377581238746643,0.41887906193733215,11.33076000213623,0.11067578196525574,0.7011463642120361
cifar10,classification,toric_PJ_R2,677,0,3,2,-0.8377581238746643,-0.41887906193733215,11.33076000213623,0.11067578196525574,-0.7011463642120361
cifar10,classification,toric_PJ_R2,677,0,3,3,0.8377581238746643,0.0,9.913178443908691,0.09682922810316086,0.7636643648147583
cifar10,classification,toric_PJ_R2,677,0,3,4,-0.8377581238746643,0.0,9.913178443908691,0.09682922810316086,-0.7636643648147583
cifar10,classification,toric_PJ_R2,677,0,3,5,-0.41887906193733215,0.41887906193733215,6.254631042480469,0.0610935352742672,3.0449202060699463
cifar10,classification,toric_PJ_R2,677,0,3,6,0.41887906193733215,-0.41887906193733215,6.254631042480469,0.0610935352742672,-3.0449202060699463
