variant,fit_target,feature_budget,n,table_fit_r2_mean,table_fit_r2_std,residual_fit_r2_mean,residual_fit_r2_std,num_features
topk_dft,axis_plus_residual,5,48,0.7936626076698303,0.1274009644985199,0.11782822012901306,0.05415274202823639,5
topk_dft,axis_plus_residual,15,48,0.8420186042785645,0.10323208570480347,0.3235481083393097,0.10219566524028778,15
topk_dft,axis_plus_residual,33,48,0.8723311424255371,0.08732384443283081,0.4559697210788727,0.10074350982904434,33
topk_dft,axis_plus_residual,55,48,0.900618851184845,0.07269987463951111,0.5820559859275818,0.09117431193590164,55
topk_dft,axis_plus_residual,110,48,0.9390003085136414,0.049099307507276535,0.7483962178230286,0.0670173317193985,109
topk_dft,axis_plus_residual,225,48,0.9825323224067688,0.015448127873241901,0.9284464716911316,0.0261574387550354,225
topk_dft,full_table,5,48,0.4255983531475067,0.18433235585689545,nan,nan,5
topk_dft,full_table,15,48,0.651634156703949,0.14630290865898132,nan,nan,15
topk_dft,full_table,33,48,0.7610083222389221,0.1200605258345604,nan,nan,33
topk_dft,full_table,55,48,0.8371003270149231,0.09469657391309738,nan,nan,55
topk_dft,full_table,110,48,0.9044919610023499,0.06640113145112991,nan,nan,109
topk_dft,full_table,225,48,0.9676787853240967,0.025755900889635086,nan,nan,225
topk_dft,oblique_residual,5,48,-0.6870670914649963,0.5802201628684998,0.11782822012901306,0.05415274202823639,5
topk_dft,oblique_residual,15,48,-0.6387110948562622,0.5742587447166443,0.3235481083393097,0.10219566524028778,15
topk_dft,oblique_residual,33,48,-0.6083986163139343,0.572176456451416,0.4559697210788727,0.10074350982904434,33
topk_dft,oblique_residual,55,48,-0.5801108479499817,0.5718902349472046,0.5820559859275818,0.09117431193590164,55
topk_dft,oblique_residual,110,48,-0.5417295098304749,0.5704382061958313,0.7483962178230286,0.0670173317193985,109
topk_dft,oblique_residual,225,48,-0.4981973469257355,0.5662572383880615,0.9284464716911316,0.0261574387550354,225
windowed_topk_dft,axis_plus_residual,5,48,0.7824640274047852,0.12757977843284607,0.05844373628497124,0.06821532547473907,5
windowed_topk_dft,axis_plus_residual,15,48,0.8090812563896179,0.10976097732782364,0.15566271543502808,0.1315268874168396,15
windowed_topk_dft,axis_plus_residual,33,48,0.8312292695045471,0.09219692647457123,0.23764534294605255,0.14787763357162476,33
windowed_topk_dft,axis_plus_residual,55,48,0.8566614985466003,0.07471339404582977,0.3430141508579254,0.16160176694393158,55
windowed_topk_dft,axis_plus_residual,110,48,0.8939781188964844,0.05359403043985367,0.5005811452865601,0.16476579010486603,109
windowed_topk_dft,axis_plus_residual,225,48,0.9489619135856628,0.024497980251908302,0.7497649192810059,0.10206950455904007,225
windowed_topk_dft,full_table,5,48,0.38781818747520447,0.22955527901649475,nan,nan,5
windowed_topk_dft,full_table,15,48,0.5283327698707581,0.20474489033222198,nan,nan,15
windowed_topk_dft,full_table,33,48,0.645814061164856,0.14791002869606018,nan,nan,33
windowed_topk_dft,full_table,55,48,0.7355375289916992,0.13136574625968933,nan,nan,55
windowed_topk_dft,full_table,110,48,0.8068766593933105,0.10810497403144836,nan,nan,109
windowed_topk_dft,full_table,225,48,0.9018930792808533,0.06535228341817856,nan,nan,225
windowed_topk_dft,oblique_residual,5,48,-0.698265790939331,0.5787392258644104,0.05844373628497124,0.06821532547473907,5
windowed_topk_dft,oblique_residual,15,48,-0.6716487407684326,0.5680586099624634,0.15566271543502808,0.1315268874168396,15
windowed_topk_dft,oblique_residual,33,48,-0.6495004892349243,0.5601087808609009,0.23764534294605255,0.14787763357162476,33
windowed_topk_dft,oblique_residual,55,48,-0.6240683197975159,0.560541570186615,0.3430141508579254,0.16160176694393158,55
windowed_topk_dft,oblique_residual,110,48,-0.5867516994476318,0.5604743361473083,0.5005811452865601,0.16476579010486603,109
windowed_topk_dft,oblique_residual,225,48,-0.5317679047584534,0.5614740252494812,0.7497649192810059,0.10206950455904007,225
