candidate,output_dir,n_seeds,far_band_teacher_mse_weight,far_band_teacher_range,full,full_std,visible,gap,r0_4,r0_4_std,r4_5,r5_6,r6_9,r6_9_std,heldout_clamp,radial_truncate_r4,radial_truncate_r5,zero_bias,far_band_teacher_mse,far_laplacian_energy,far_spectral_energy,energy_r_le_4,energy_r_6_9,obl_ratio,mixed_hessian,spectral_curvature,passes_full_gate,passes_far_band_gate,passes_gap_gate,passes_local_gate,passes_all_gates
farband_teacher_w3_10k_3seed,results/v9_tinyimagenet_farband_teacher_w3_10k_3seed_from_relative10k_s426,3,3.0,6-9,0.8676494161287943,0.007057354004024794,0.8729779322942098,-0.005328516165415446,0.8726677497227987,0.0031410052136117356,0.28868744770685834,0.2368884483973185,0.276177982489268,0.01271473876615818,0.8704810738563538,0.8730039596557617,0.8712470332781473,0.2694724202156067,0.0005047963641118258,0.02182058555384477,0.0017137436273818214,0.7675,0.0297,0.6814,0.0272,6.392,True,True,True,True,True
