source,table_id,comparison,r2_margin,lhs_r2,rhs_r2
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,J1_minus_J0,0.06506502628326416,0.9748337268829346,0.9097687005996704
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,J2_minus_J1,-0.1601090431213379,0.8147246837615967,0.9748337268829346
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,J2_minus_J0,-0.09504401683807373,0.8147246837615967,0.9097687005996704
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,J2_minus_shuffle,0.6554310321807861,0.8147246837615967,0.15929365158081055
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H0,DCT73_minus_J2,0.141105055809021,0.9558297395706177,0.8147246837615967
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,J1_minus_J0,0.05555838346481323,0.9801158308982849,0.9245574474334717
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,J2_minus_J1,0.0020604729652404785,0.9821763038635254,0.9801158308982849
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,J2_minus_J0,0.05761885643005371,0.9821763038635254,0.9245574474334717
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,J2_minus_shuffle,0.8312782645225525,0.9821763038635254,0.1508980393409729
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H1,DCT73_minus_J2,-0.018151283264160156,0.9640250205993652,0.9821763038635254
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,J1_minus_J0,0.051536500453948975,0.9860326051712036,0.9344961047172546
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,J2_minus_J1,0.0071266889572143555,0.993159294128418,0.9860326051712036
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,J2_minus_J0,0.05866318941116333,0.993159294128418,0.9344961047172546
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,J2_minus_shuffle,0.8305814862251282,0.993159294128418,0.1625778079032898
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H2,DCT73_minus_J2,-0.014024615287780762,0.9791346788406372,0.993159294128418
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,J1_minus_J0,0.044216156005859375,0.9753493666648865,0.9311332106590271
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,J2_minus_J1,0.014397859573364258,0.9897472262382507,0.9753493666648865
MetricToric/results/v17_nsynth_relative_teacher_seed426_2k/bias_exports/relative_2d_table_seed426/bias_tables.npz,L0H3,J2_minus_J0,0.05861401557922363,0.9897472262382507,0.9311332106590271
