comparison,n,margin_mean,margin_std,margin_min,margin_max,positive_count
DCT73_minus_J2,15,-0.011911348501841227,0.04161052073098121,-0.03920328617095947,0.141105055809021,1
J1_minus_J0,15,0.05054152011871338,0.01062967372722464,0.030848562717437744,0.06506502628326416,15
J2_minus_J0,15,0.04794793923695882,0.039723921468805184,-0.09504401683807373,0.07693099975585938,14
J2_minus_J1,15,-0.0025935808817545572,0.04221892126764644,-0.1601090431213379,0.014397859573364258,14
J2_minus_shuffle,15,0.827160382270813,0.04630785391966636,0.6554310321807861,0.8512406349182129,15
